,item,itemLabel
413,http://www.wikidata.org/entity/Q3508673,Melnick–Needles syndrome
414,http://www.wikidata.org/entity/Q6815723,Memory distrust syndrome
415,http://www.wikidata.org/entity/Q6815724,Memory erasure
416,http://www.wikidata.org/entity/Q65085116,Menke-Hennekam syndrome
417,http://www.wikidata.org/entity/Q639203,Menkes disease
418,http://www.wikidata.org/entity/Q111955925,Mental illness in ancient Rome
419,http://www.wikidata.org/entity/Q18469530,Metabolic disease with mental disability
420,http://www.wikidata.org/entity/Q956605,Meth mouth
421,http://www.wikidata.org/entity/Q6838869,Mickleson syndrome
422,http://www.wikidata.org/entity/Q6839570,Micrographia
423,http://www.wikidata.org/entity/Q42365072,Microlissencephaly
424,http://www.wikidata.org/entity/Q55786993,Microtriplication 11q24.1
425,http://www.wikidata.org/entity/Q30892203,Midas-syndrome
426,http://www.wikidata.org/entity/Q6841190,Middle-of-the-night insomnia
427,http://www.wikidata.org/entity/Q28065619,Miles-Carpenter syndrome
428,http://www.wikidata.org/entity/Q2200977,Miller–Dieker lissencephaly syndrome
429,http://www.wikidata.org/entity/Q6873219,Mirhosseini–Holmes–Walton syndrome
430,http://www.wikidata.org/entity/Q40889241,Miscarriage and mental illness
431,http://www.wikidata.org/entity/Q6883955,Mixed anxiety-depressive disorder
432,http://www.wikidata.org/entity/Q3043350,Monothematic delusion
433,http://www.wikidata.org/entity/Q901048,Morbid jealousy
434,http://www.wikidata.org/entity/Q41398,Morgellons
435,http://www.wikidata.org/entity/Q1948630,Morsicatio buccarum
436,http://www.wikidata.org/entity/Q9247868,Motor dyslalia
437,http://www.wikidata.org/entity/Q2757585,Mowat-Wilson syndrome
438,http://www.wikidata.org/entity/Q55786562,Mowat-Wilson syndrome due to a ZEB2 point mutation
439,http://www.wikidata.org/entity/Q55786561,Mowat-Wilson syndrome due to monosomy 2q22
440,http://www.wikidata.org/entity/Q6927726,Moynahan syndrome
441,http://www.wikidata.org/entity/Q102295313,Mullegama-Klein-Martinez syndrome
442,http://www.wikidata.org/entity/Q2595788,Multiple complex developmental disorder
443,http://www.wikidata.org/entity/Q6935111,Multisystem developmental disorder
444,http://www.wikidata.org/entity/Q1414765,Munchausen by proxy
445,http://www.wikidata.org/entity/Q746426,Muscle dysmorphia
446,http://www.wikidata.org/entity/Q6942543,Musical ear syndrome
447,http://www.wikidata.org/entity/Q56296531,Mutitas
448,http://www.wikidata.org/entity/Q17042115,Myhre syndrome
449,http://www.wikidata.org/entity/Q6949353,Myxedematous psychosis
450,http://www.wikidata.org/entity/Q573868,Münchausen by Internet
451,http://www.wikidata.org/entity/Q642598,Münchausen syndrome
452,http://www.wikidata.org/entity/Q11883824,N syndrome
453,http://www.wikidata.org/entity/Q28024539,NGLY1-deficiency
454,http://www.wikidata.org/entity/Q17144153,Nance-Horan syndrome
455,http://www.wikidata.org/entity/Q3064737,Narratophilia
456,http://www.wikidata.org/entity/Q5558010,Nicolaides–Baraitser syndrome
457,http://www.wikidata.org/entity/Q12859193,Nightmare disorder
458,http://www.wikidata.org/entity/Q54888084,Nocturnal Paroxysmal Dystonia
459,http://www.wikidata.org/entity/Q7046514,Nocturnal epilepsy
460,http://www.wikidata.org/entity/Q11583761,Nocturnal sleep-related eating disorder
461,http://www.wikidata.org/entity/Q130555,Norman–Roberts syndrome
462,http://www.wikidata.org/entity/Q1415842,Norrie disease
463,http://www.wikidata.org/entity/Q55627258,Occupational health concerns of cannabis use
464,http://www.wikidata.org/entity/Q7077142,Ocular neurosis
465,http://www.wikidata.org/entity/Q55782157,Oculo-palato-cerebral syndrome
466,http://www.wikidata.org/entity/Q55783391,Okamoto syndrome
467,http://www.wikidata.org/entity/Q96397282,Old sergeant's syndrome
468,http://www.wikidata.org/entity/Q16302159,Oligophrenia
469,http://www.wikidata.org/entity/Q55782162,Oliver syndrome
470,http://www.wikidata.org/entity/Q7087988,Oliver–McFarlane syndrome
471,http://www.wikidata.org/entity/Q1757549,Onychotillomania
472,http://www.wikidata.org/entity/Q17146561,Opioid-induced hyperalgesia
473,http://www.wikidata.org/entity/Q56313649,Opto-mnestic aphasia
474,http://www.wikidata.org/entity/Q9341414,Organic dissociative disorder
475,http://www.wikidata.org/entity/Q9247870,Organic dyslalia
476,http://www.wikidata.org/entity/Q17104923,Other Specified Feeding or Eating Disorder
477,http://www.wikidata.org/entity/Q51718774,Other pervasive developmental disorders
478,http://www.wikidata.org/entity/Q104845432,Other specified dissociative disorder
479,http://www.wikidata.org/entity/Q2043695,PANDAS
480,http://www.wikidata.org/entity/Q55345884,PCNA-related progressive neurodegenerative photosensitivy syndrome
481,http://www.wikidata.org/entity/Q24975544,PGM3 deficiency
482,http://www.wikidata.org/entity/Q18553426,"PHGDH deficiency, infantile/juvenile form"
483,http://www.wikidata.org/entity/Q55346017,PLA2G6-associated neurodegeneration
484,http://www.wikidata.org/entity/Q55784958,PMP22-RAI1 contiguous gene duplication syndrome
485,http://www.wikidata.org/entity/Q55346048,PRKAR1B-related neurodegenerative dementia with intermediate filaments
486,http://www.wikidata.org/entity/Q18553427,PSAT deficiency
487,http://www.wikidata.org/entity/Q55783478,PSMNSB
488,http://www.wikidata.org/entity/Q55345800,PSNP2
489,http://www.wikidata.org/entity/Q55345814,PSNP3
490,http://www.wikidata.org/entity/Q18553428,PSPH deficiency
491,http://www.wikidata.org/entity/Q56014169,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome
492,http://www.wikidata.org/entity/Q55788370,PYCR2-related microcephaly-progressive leukoencephalopathy
493,http://www.wikidata.org/entity/Q17163513,Pachygyria
494,http://www.wikidata.org/entity/Q102293365,Paganini-Miozzo syndrome
495,http://www.wikidata.org/entity/Q1757666,Palilalia
496,http://www.wikidata.org/entity/Q7127552,Palinacousis
497,http://www.wikidata.org/entity/Q7134469,Paradoxical laughter
498,http://www.wikidata.org/entity/Q48999477,Paragraphia
499,http://www.wikidata.org/entity/Q7135654,Paraphilia NOS
500,http://www.wikidata.org/entity/Q7136497,Parcopresis
501,http://www.wikidata.org/entity/Q1462780,Paris syndrome
502,http://www.wikidata.org/entity/Q52844159,Parkinson's disease dementia
503,http://www.wikidata.org/entity/Q25104596,Paroniria
504,http://www.wikidata.org/entity/Q18554811,Partington X-linked mental retardation syndrome
505,http://www.wikidata.org/entity/Q55629168,Pascual-Castroviejo syndrome
506,http://www.wikidata.org/entity/Q7141967,Pashayan syndrome
507,http://www.wikidata.org/entity/Q7142803,Passive drinking
508,http://www.wikidata.org/entity/Q64485022,Paternal depression
509,http://www.wikidata.org/entity/Q53700436,Pathologic personality development
510,http://www.wikidata.org/entity/Q7144824,Pathological demand avoidance
511,http://www.wikidata.org/entity/Q11698544,Pathological laughing
512,http://www.wikidata.org/entity/Q4419847,Pavlov's symptom
513,http://www.wikidata.org/entity/Q2066269,Pediatric acute-onset neuropsychiatric syndrome
514,http://www.wikidata.org/entity/Q2111918,Perseverative cognition
515,http://www.wikidata.org/entity/Q176671,Persistent genital arousal disorder
516,http://www.wikidata.org/entity/Q1559250,Peters plus syndrome
517,http://www.wikidata.org/entity/Q66429539,Petrol sniffing
518,http://www.wikidata.org/entity/Q55782201,Pfeiffer-Palm-Teller syndrome
519,http://www.wikidata.org/entity/Q1552776,Phantosmia
520,http://www.wikidata.org/entity/Q875992,Phocomelia due to thalidomide
521,http://www.wikidata.org/entity/Q18576,Pick disease
522,http://www.wikidata.org/entity/Q55783259,Pierpont syndrome
523,http://www.wikidata.org/entity/Q1164401,Pitt-Hopkins syndrome
524,http://www.wikidata.org/entity/Q56013820,Pitt-Hopkins-like syndrome
525,http://www.wikidata.org/entity/Q56002910,Pitt-Hopkins-like syndrome 2
526,http://www.wikidata.org/entity/Q7205365,Plum syndrome
527,http://www.wikidata.org/entity/Q47461990,Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome
528,http://www.wikidata.org/entity/Q7227004,Polysubstance dependence
529,http://www.wikidata.org/entity/Q7233752,Post stroke depression
530,http://www.wikidata.org/entity/Q778642,Post-SSRI sexual dysfunction
531,http://www.wikidata.org/entity/Q106034550,Post-abortion survivor syndrome
532,http://www.wikidata.org/entity/Q7233499,Post-acute-withdrawal syndrome
533,http://www.wikidata.org/entity/Q60775223,Post-adoption depression syndrome
534,http://www.wikidata.org/entity/Q1188518,Post-traumatic amnesia
535,http://www.wikidata.org/entity/Q7233592,Post-traumatic epilepsy
536,http://www.wikidata.org/entity/Q7233593,Post-traumatic seizure
537,http://www.wikidata.org/entity/Q5488618,Post-vacation blues
538,http://www.wikidata.org/entity/Q2869816,Posterior cortical atrophy
539,http://www.wikidata.org/entity/Q1537070,Postictal  twilight state
540,http://www.wikidata.org/entity/Q12192253,Postperfusion syndrome
541,http://www.wikidata.org/entity/Q39656409,Potocki-Luspski syndrome
542,http://www.wikidata.org/entity/Q55346035,PrP systemic amyloidosis
543,http://www.wikidata.org/entity/Q55787986,Prader-Willi-like syndrome
544,http://www.wikidata.org/entity/Q55787987,Prader-Willi-like syndrome due to point mutation
545,http://www.wikidata.org/entity/Q7238040,Prairie madness
546,http://www.wikidata.org/entity/Q28065609,Prieto syndrome
547,http://www.wikidata.org/entity/Q55999603,Primary enuresis
548,http://www.wikidata.org/entity/Q7243682,Primrose syndrome
549,http://www.wikidata.org/entity/Q7250686,Prosopamnesia
550,http://www.wikidata.org/entity/Q42311255,Pseudoaminopterin syndrome
551,http://www.wikidata.org/entity/Q55781623,Pseudoprogeria syndrome
552,http://www.wikidata.org/entity/Q7255548,Pseudosenility
553,http://www.wikidata.org/entity/Q22975779,Psychasthenia
554,http://www.wikidata.org/entity/Q7256234,Psychiatric disorders of childbirth
555,http://www.wikidata.org/entity/Q9394941,Psychogenic alopecia
556,http://www.wikidata.org/entity/Q7256347,Psychogenic alopecia in cats
557,http://www.wikidata.org/entity/Q7256349,Psychogenic pruritus
558,http://www.wikidata.org/entity/Q3510780,Puberphonia
559,http://www.wikidata.org/entity/Q7261173,Purely Obsessional OCD
560,http://www.wikidata.org/entity/Q7261223,Purging disorder
561,http://www.wikidata.org/entity/Q7267327,Qazi Markouizos syndrome
562,http://www.wikidata.org/entity/Q2103933,REM sleep behavior disorder
563,http://www.wikidata.org/entity/Q54932054,REM sleep parasomnia
564,http://www.wikidata.org/entity/Q30989182,RIDDLE syndrome
565,http://www.wikidata.org/entity/Q103839144,Rahman syndrome
566,http://www.wikidata.org/entity/Q7289967,Ramos-Arroyo syndrome
567,http://www.wikidata.org/entity/Q102293978,Raynaud-Claes syndrome
568,http://www.wikidata.org/entity/Q3044888,Recurrent brief depression
569,http://www.wikidata.org/entity/Q622454,Red Scare
570,http://www.wikidata.org/entity/Q20983108,Red Scare in Japan
571,http://www.wikidata.org/entity/Q7305419,Red wine headache
572,http://www.wikidata.org/entity/Q786896,Reinke's edema
573,http://www.wikidata.org/entity/Q7310756,Relationship obsessive–compulsive disorder
574,http://www.wikidata.org/entity/Q7311385,Religious paranoia
575,http://www.wikidata.org/entity/Q56014369,Renier-Gabreels-Jasper syndrome
576,http://www.wikidata.org/entity/Q7313459,Renpenning syndrome
577,http://www.wikidata.org/entity/Q7315909,Respiratory bronchiolitis interstitial lung disease
578,http://www.wikidata.org/entity/Q16979375,Retarded depression
579,http://www.wikidata.org/entity/Q2146200,Retired husband syndrome
580,http://www.wikidata.org/entity/Q917357,Rett syndrome
581,http://www.wikidata.org/entity/Q55784957,Roifman syndrome
582,http://www.wikidata.org/entity/Q7376681,Rud syndrome
583,http://www.wikidata.org/entity/Q7376987,Rudiger syndrome
584,http://www.wikidata.org/entity/Q55781460,Ruvalcaba syndrome
585,http://www.wikidata.org/entity/Q7389072,SCARF syndrome
586,http://www.wikidata.org/entity/Q55784972,SLC39A8-CDG
587,http://www.wikidata.org/entity/Q11243738,SM girl
588,http://www.wikidata.org/entity/Q175918,SSRI discontinuation syndrome
589,http://www.wikidata.org/entity/Q55998485,STUT1
590,http://www.wikidata.org/entity/Q55999825,STUT2
591,http://www.wikidata.org/entity/Q56003046,STUT3
592,http://www.wikidata.org/entity/Q56003051,STUT4
593,http://www.wikidata.org/entity/Q56278375,SYT1-associated neurodevelopmental disorder
594,http://www.wikidata.org/entity/Q18448658,Salt craving
595,http://www.wikidata.org/entity/Q55782100,Say-Barber-Miller syndrome
596,http://www.wikidata.org/entity/Q7429383,Say–Meyer syndrome
597,http://www.wikidata.org/entity/Q7431481,Schinzel–Giedion syndrome
598,http://www.wikidata.org/entity/Q50349621,Schuurs-Hoeijmakers Syndrome
599,http://www.wikidata.org/entity/Q7442226,Seaver Cassidy syndrome
600,http://www.wikidata.org/entity/Q7444204,Secretan's syndrome
601,http://www.wikidata.org/entity/Q56313643,Semantic aphasia
602,http://www.wikidata.org/entity/Q7449060,Semantic dyslexia
603,http://www.wikidata.org/entity/Q7451812,Separation anxiety in dogs
604,http://www.wikidata.org/entity/Q19703046,"Severe X-linked intellectual disability, Gustavson type"
605,http://www.wikidata.org/entity/Q12373588,Severe mental retardation
606,http://www.wikidata.org/entity/Q109393972,Sex with donkey
607,http://www.wikidata.org/entity/Q7458757,Sexual anorexia
608,http://www.wikidata.org/entity/Q3540872,Sexual maturation disorder
609,http://www.wikidata.org/entity/Q7458802,Sexual obsessions
610,http://www.wikidata.org/entity/Q3406281,Sexual relationship disorder
611,http://www.wikidata.org/entity/Q21452236,Sexuality after spinal cord injury
612,http://www.wikidata.org/entity/Q11612290,Shenkui
613,http://www.wikidata.org/entity/Q478891,Simpson-Golabi-Behmel syndrome
614,http://www.wikidata.org/entity/Q60195338,Simpson-Golabi-Behmel syndrome type 2
615,http://www.wikidata.org/entity/Q104414279,Skraban-Deardorff syndrome
616,http://www.wikidata.org/entity/Q2569523,Skumin syndrome
617,http://www.wikidata.org/entity/Q54959848,"Sleep Disorders, Intrinsic"
618,http://www.wikidata.org/entity/Q85801575,Sleep emailing
619,http://www.wikidata.org/entity/Q7539766,Sleep state misperception
620,http://www.wikidata.org/entity/Q7544659,Smile mask syndrome
621,http://www.wikidata.org/entity/Q998273,Smith-Lemli-Opitz syndrome
622,http://www.wikidata.org/entity/Q2295338,Smith-Magenis syndrome
623,http://www.wikidata.org/entity/Q7545701,Smith–Fineman–Myers syndrome
624,http://www.wikidata.org/entity/Q25312963,Smokeless tobacco keratosis
625,http://www.wikidata.org/entity/Q113162104,Snijders Blok-Campeau syndrome
626,http://www.wikidata.org/entity/Q106296410,Snijders Blok-Fisher syndrome
627,http://www.wikidata.org/entity/Q22965579,Snyder-Robinson syndrome
628,http://www.wikidata.org/entity/Q85847240,Social (pragmatic) communication disorder
629,http://www.wikidata.org/entity/Q4428661,Somatoparaphrenia
630,http://www.wikidata.org/entity/Q635495,Somniloquy
631,http://www.wikidata.org/entity/Q24977247,Spastic ataxia-corneal dystrophy syndrome
632,http://www.wikidata.org/entity/Q111966757,Spatial anxiety
633,http://www.wikidata.org/entity/Q19978640,Specific developmental disorders of speech and language
634,http://www.wikidata.org/entity/Q5356302,Speech and language impairment
635,http://www.wikidata.org/entity/Q28469667,Spiritual drunkenness
636,http://www.wikidata.org/entity/Q542105,Springtime lethargy
637,http://www.wikidata.org/entity/Q43389521,Steinfeld syndrome
638,http://www.wikidata.org/entity/Q7617360,Stimmler syndrome
639,http://www.wikidata.org/entity/Q2802231,Subcortical dementia
640,http://www.wikidata.org/entity/Q7633608,Sudden wealth syndrome
641,http://www.wikidata.org/entity/Q522163,Sydenham's chorea
642,http://www.wikidata.org/entity/Q21660315,Syntactic aphasia
643,http://www.wikidata.org/entity/Q3043344,Sérieux and Capgras delusions of interpretation
644,http://www.wikidata.org/entity/Q55785055,TELO2-related intellectual disability-neurodevelopmental disorder
645,http://www.wikidata.org/entity/Q55784028,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome
646,http://www.wikidata.org/entity/Q55785010,TMEM199-CDG
647,http://www.wikidata.org/entity/Q7685722,Tardive dysmentia
648,http://www.wikidata.org/entity/Q53160608,Tatton-Brown-Rahman Syndrome
649,http://www.wikidata.org/entity/Q55783840,Temple-Baraitser syndrome
650,http://www.wikidata.org/entity/Q9390463,Temtamy preaxial brachydactyly syndrome
651,http://www.wikidata.org/entity/Q54366503,Temtamy syndrome
652,http://www.wikidata.org/entity/Q6147355,Thyrotoxicosis factitia
653,http://www.wikidata.org/entity/Q2784967,Tone deafness
654,http://www.wikidata.org/entity/Q9390445,Toriello-Carey syndrome
655,http://www.wikidata.org/entity/Q191779,Tourette syndrome
656,http://www.wikidata.org/entity/Q4465866,Tourettism
657,http://www.wikidata.org/entity/Q2449188,Transient epileptic amnesia
658,http://www.wikidata.org/entity/Q3657255,Transmissible mink encephalopathy
659,http://www.wikidata.org/entity/Q105038706,Unipolar mania
660,http://www.wikidata.org/entity/Q85812360,Unspecified paraphilic disorder
661,http://www.wikidata.org/entity/Q241827,Upper airway resistance syndrome
662,http://www.wikidata.org/entity/Q7900262,Urban–Rogers–Meyer syndrome
663,http://www.wikidata.org/entity/Q7902079,Usog
664,http://www.wikidata.org/entity/Q102293225,Van Esch-O'Driscoll syndrome
665,http://www.wikidata.org/entity/Q18966114,Van Maldergem syndrome
666,http://www.wikidata.org/entity/Q66804105,Van Maldergem syndrome 1
667,http://www.wikidata.org/entity/Q55784756,Verheij syndrome
668,http://www.wikidata.org/entity/Q110493745,Veronal poisoning
669,http://www.wikidata.org/entity/Q30302405,Visual Hallucinations in Psychosis
670,http://www.wikidata.org/entity/Q4117792,Vocal fold cyst
671,http://www.wikidata.org/entity/Q1386976,W syndrome
672,http://www.wikidata.org/entity/Q7968034,Wannarexia
673,http://www.wikidata.org/entity/Q2549256,Warfarin Embryopathy
674,http://www.wikidata.org/entity/Q4348144,Weaver syndrome
675,http://www.wikidata.org/entity/Q55787738,Weaver-Williams syndrome
676,http://www.wikidata.org/entity/Q6137204,Wendy's syndrome
677,http://www.wikidata.org/entity/Q1573307,Wernicke encephalopathy
678,http://www.wikidata.org/entity/Q2563352,Wernicke–Korsakoff syndrome
679,http://www.wikidata.org/entity/Q50349641,White-Sutton syndrome
680,http://www.wikidata.org/entity/Q48989140,Wieacker syndrome
681,http://www.wikidata.org/entity/Q3508774,Wiedemann-Rautenstrauch syndrome
682,http://www.wikidata.org/entity/Q24975353,Wiedemann-Steiner syndrome
683,http://www.wikidata.org/entity/Q74750128,Wikipedia addiction
684,http://www.wikidata.org/entity/Q8000937,Wild man syndrome
685,http://www.wikidata.org/entity/Q558077,Williams-Beuren syndrome
686,http://www.wikidata.org/entity/Q117121,Wilson disease
687,http://www.wikidata.org/entity/Q8023321,Wilson–Turner syndrome
688,http://www.wikidata.org/entity/Q127770,Witzelsucht
689,http://www.wikidata.org/entity/Q8032762,Woodhouse–Sakati syndrome
690,http://www.wikidata.org/entity/Q55782493,X-linked cerebral-cerebellar-coloboma syndrome syndrome
691,http://www.wikidata.org/entity/Q55782500,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome
692,http://www.wikidata.org/entity/Q55787872,X-linked congenital disorder of glycosylation with intellectual disability as a major feature
693,http://www.wikidata.org/entity/Q55782492,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type"
694,http://www.wikidata.org/entity/Q55782450,X-linked epilepsy-learning disabilities-behavior disorders syndrome
695,http://www.wikidata.org/entity/Q55788367,X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability
696,http://www.wikidata.org/entity/Q102296711,X-linked intellectual developmental disorder 108
697,http://www.wikidata.org/entity/Q25381003,X-linked lissencephaly with abnormal genitalia
698,http://www.wikidata.org/entity/Q55782534,X-linked mandibulofacial dysostosis
699,http://www.wikidata.org/entity/Q54553054,X-linked mental retardation 1
700,http://www.wikidata.org/entity/Q54319961,X-linked mental retardation 102
701,http://www.wikidata.org/entity/Q53660494,X-linked mental retardation 106
702,http://www.wikidata.org/entity/Q55373611,X-linked mental retardation with cerebellar hypoplasia and distinctive facial appearance
703,http://www.wikidata.org/entity/Q55788185,X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
704,http://www.wikidata.org/entity/Q55346080,"X-linked neurodegenerative syndrome, Bertini type"
705,http://www.wikidata.org/entity/Q55346081,"X-linked neurodegenerative syndrome, Hamel type"
706,http://www.wikidata.org/entity/Q55345743,X-linked progressive cerebellar ataxia
707,http://www.wikidata.org/entity/Q55788635,X-linked recessive intellectual disability-macrocephaly-ciliary dysfunction syndrome
708,http://www.wikidata.org/entity/Q8042637,XXXY syndrome
709,http://www.wikidata.org/entity/Q55787839,XYLT1-CDG
710,http://www.wikidata.org/entity/Q106311469,XYYY syndrome
711,http://www.wikidata.org/entity/Q25111656,Xia-Gibbs Syndrome
712,http://www.wikidata.org/entity/Q55786961,Xp22.13p22.2 duplication syndrome
713,http://www.wikidata.org/entity/Q55787377,Xq12-q13.3 duplication syndrome
714,http://www.wikidata.org/entity/Q1408567,Xylophagia
715,http://www.wikidata.org/entity/Q8058422,Young-Simpson syndrome
716,http://www.wikidata.org/entity/Q17155571,Young–Madders syndrome
717,http://www.wikidata.org/entity/Q48969022,ZTTK syndrome
718,http://www.wikidata.org/entity/Q167868,Zamzam–Sheriff–Phillips syndrome
719,http://www.wikidata.org/entity/Q8066470,Zapoy
720,http://www.wikidata.org/entity/Q22978786,Zechi-Ceide Syndrome
721,http://www.wikidata.org/entity/Q55788386,Zellweger-like syndrome without peroxisomal anomalies
722,http://www.wikidata.org/entity/Q199295,Zieve's syndrome
723,http://www.wikidata.org/entity/Q8072143,Zimmermann–Laband syndrome
724,http://www.wikidata.org/entity/Q8074613,Zou huo ru mo
725,http://www.wikidata.org/entity/Q2849709,abandonment anxiety
726,http://www.wikidata.org/entity/Q520720,abasiophilia
727,http://www.wikidata.org/entity/Q319812,abetalipoproteinemia
728,http://www.wikidata.org/entity/Q335941,aboulia
729,http://www.wikidata.org/entity/Q4668562,aboulomania
730,http://www.wikidata.org/entity/Q1425065,absent-mindedness
731,http://www.wikidata.org/entity/Q2258219,abuse of medicaments
732,http://www.wikidata.org/entity/Q2822642,acarophobia
733,http://www.wikidata.org/entity/Q337604,aceruloplasminemia
734,http://www.wikidata.org/entity/Q55788087,acitretin/etretinate embryopathy
735,http://www.wikidata.org/entity/Q420339,acoasma
736,http://www.wikidata.org/entity/Q56333285,acousticophilia
737,http://www.wikidata.org/entity/Q55346057,acquired Creutzfeldt-Jakob disease
738,http://www.wikidata.org/entity/Q55787932,acquired kinky hair syndrome
739,http://www.wikidata.org/entity/Q4675304,acrocallosal syndrome
740,http://www.wikidata.org/entity/Q55782856,acrocardiofacial syndrome
741,http://www.wikidata.org/entity/Q21154051,acrofacial dysostosis Rodriguez type
742,http://www.wikidata.org/entity/Q21154052,"acrofacial dysostosis, Catania type"
743,http://www.wikidata.org/entity/Q56344846,acrophilia
744,http://www.wikidata.org/entity/Q461925,acrotomophilia
745,http://www.wikidata.org/entity/Q4677466,activation syndrome
746,http://www.wikidata.org/entity/Q15636221,acute aphasia
747,http://www.wikidata.org/entity/Q50349821,acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
748,http://www.wikidata.org/entity/Q18967729,acute psychogenic paranoid psychosis
749,http://www.wikidata.org/entity/Q18967629,acute schizophrenic episode chronic state
750,http://www.wikidata.org/entity/Q18967628,acute schizophrenic episode chronic state with acute exacerbation
751,http://www.wikidata.org/entity/Q18966843,acute schizophrenic episode in remission
752,http://www.wikidata.org/entity/Q18967627,acute schizophrenic episode subchronic state
753,http://www.wikidata.org/entity/Q18966757,acute schizophrenic episode subchronic state with acute exacerbation
754,http://www.wikidata.org/entity/Q424221,acute stress disorder
755,http://www.wikidata.org/entity/Q18967156,acute stress reaction with predominant disturbance of consciousness
756,http://www.wikidata.org/entity/Q18967391,acute undifferentiated schizophrenia
757,http://www.wikidata.org/entity/Q3306774,addictive personality
758,http://www.wikidata.org/entity/Q317158,adjustment disorder
759,http://www.wikidata.org/entity/Q177809,adult Refsum disease
760,http://www.wikidata.org/entity/Q3338664,adult-onset basal ganglia disease
761,http://www.wikidata.org/entity/Q1125121,advanced sleep phase syndrome
762,http://www.wikidata.org/entity/Q69880879,affective psychotic disorder
763,http://www.wikidata.org/entity/Q9089591,affective spectrum
764,http://www.wikidata.org/entity/Q30892488,afferent motor aphasia
765,http://www.wikidata.org/entity/Q22906231,afrophobia
766,http://www.wikidata.org/entity/Q206716,agalmatophilia
767,http://www.wikidata.org/entity/Q55783750,agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
768,http://www.wikidata.org/entity/Q3357668,agnathia-otocephaly complex
769,http://www.wikidata.org/entity/Q220322,agnosia
770,http://www.wikidata.org/entity/Q3328200,agoraphilia
771,http://www.wikidata.org/entity/Q174589,agoraphobia
772,http://www.wikidata.org/entity/Q2423084,agrammatism
773,http://www.wikidata.org/entity/Q395931,agraphia
774,http://www.wikidata.org/entity/Q4694196,agrizoophobia
775,http://www.wikidata.org/entity/Q397554,agrypnia excitata
776,http://www.wikidata.org/entity/Q55789862,agyria pachygyria polymicrogyria
777,http://www.wikidata.org/entity/Q55789863,agyria-pachygyria type 1
778,http://www.wikidata.org/entity/Q2268045,aichmophobia
779,http://www.wikidata.org/entity/Q405385,ailurophobia
780,http://www.wikidata.org/entity/Q418509,akinetic abulic syndrome
781,http://www.wikidata.org/entity/Q784564,akinetopsia
782,http://www.wikidata.org/entity/Q7331102,alcohol abuse
783,http://www.wikidata.org/entity/Q45462238,alcohol amnestic disorder
784,http://www.wikidata.org/entity/Q4713253,alcohol and cancer
785,http://www.wikidata.org/entity/Q11290178,alcohol and health
786,http://www.wikidata.org/entity/Q3683900,alcohol coma
787,http://www.wikidata.org/entity/Q4713259,alcohol consumption by youth in the United States
788,http://www.wikidata.org/entity/Q4713263,alcohol dependence
789,http://www.wikidata.org/entity/Q56317181,alcohol effects on circadian rhythm
790,http://www.wikidata.org/entity/Q15847787,alcohol enema
791,http://www.wikidata.org/entity/Q750343,alcohol flush reaction
792,http://www.wikidata.org/entity/Q16496265,alcohol poisoning
793,http://www.wikidata.org/entity/Q16002420,alcohol use among college students
794,http://www.wikidata.org/entity/Q2832218,alcohol use among college students in France
795,http://www.wikidata.org/entity/Q39088416,alcohol use during pregnancy
796,http://www.wikidata.org/entity/Q1345798,alcohol withdrawal seizure
797,http://www.wikidata.org/entity/Q2914873,alcohol withdrawal syndrome
798,http://www.wikidata.org/entity/Q18555102,alcohol-induced mental disorder
799,http://www.wikidata.org/entity/Q4062514,alcohol-induced psychotic disorder
800,http://www.wikidata.org/entity/Q18553388,alcohol-related birth defect
801,http://www.wikidata.org/entity/Q18205193,alcohol-related brain damage
802,http://www.wikidata.org/entity/Q56014553,alcohol-related disorders
803,http://www.wikidata.org/entity/Q18553387,alcohol-related neurodevelopmental disorder
804,http://www.wikidata.org/entity/Q97999977,alcoholic Korsakoff syndrome
805,http://www.wikidata.org/entity/Q2305174,alcoholic cardiomyopathy
806,http://www.wikidata.org/entity/Q18816398,alcoholic cerebellar degeneration
807,http://www.wikidata.org/entity/Q110572881,alcoholic deterioration
808,http://www.wikidata.org/entity/Q25416562,alcoholic fatty liver
809,http://www.wikidata.org/entity/Q18557999,alcoholic gastritis
810,http://www.wikidata.org/entity/Q1040275,alcoholic hallucinosis
811,http://www.wikidata.org/entity/Q3144986,alcoholic hepatitis
812,http://www.wikidata.org/entity/Q6470994,alcoholic liver cirrhosis
813,http://www.wikidata.org/entity/Q558404,alcoholic liver disease
814,http://www.wikidata.org/entity/Q4713328,alcoholic lung disease
815,http://www.wikidata.org/entity/Q11781606,alcoholic myopathy
816,http://www.wikidata.org/entity/Q4062508,alcoholic neuropathy
817,http://www.wikidata.org/entity/Q4062516,alcoholic palimpsest
818,http://www.wikidata.org/entity/Q18556573,alcoholic pancreatitis
