item,itemLabel,itemDescription,drugs,drugsLabel
http://www.wikidata.org/entity/Q160796,delirium,"severe confusion that develops quickly, and often fluctuates in intensity, neurocognitive disorder",http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q160796,delirium,"severe confusion that develops quickly, and often fluctuates in intensity, neurocognitive disorder",http://www.wikidata.org/entity/Q411457,trazodone
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q411887,rivastigmine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q5276428,dihydroergocristine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q7194603,pimavanserin
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q423520,perphenazine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q415081,donepezil
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q421076,tacrine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q412690,galantamine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q905717,dihydro-α-ergocryptine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q412189,memantine
http://www.wikidata.org/entity/Q83030,dementia,"long-term brain disorder causing personality changes and impaired memory, reasoning, and social function",http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q225957,dysarthria,motor speech disorder,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q373822,eating disorder,"habit of eating either insufficient or excessive food, to the detriment of health",http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q373822,eating disorder,"habit of eating either insufficient or excessive food, to the detriment of health",http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q373822,eating disorder,"habit of eating either insufficient or excessive food, to the detriment of health",http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q3448862,enuresis,repeated inability to control urination,http://www.wikidata.org/entity/Q241006,desmopressin
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q421768,methyltestosterone
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q27126379,sildenafil citrate
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q424161,vardenafil
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q412226,yohimbine
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q191521,sildenafil
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q20817212,ginseng
http://www.wikidata.org/entity/Q184674,erectile dysfunction,Erectile dysfunction  (ED) is a common type of male sexual dysfunction. It is when a man has trouble getting or keeping an erection. ED becomes more common as you get older. But it's not a natural part of aging.,http://www.wikidata.org/entity/Q410374,papaverine
http://www.wikidata.org/entity/Q21504884,fentanyl toxicity,overdose of fentanyl,http://www.wikidata.org/entity/Q282902,naloxone
http://www.wikidata.org/entity/Q1049021,gender dysphoria,mental distress resulting from mismatch between gender identity and biological gender assigned at birth,http://www.wikidata.org/entity/Q15748953,sex reassignment therapy
http://www.wikidata.org/entity/Q1049021,gender dysphoria,mental distress resulting from mismatch between gender identity and biological gender assigned at birth,http://www.wikidata.org/entity/Q1053501,sex reassignment surgery
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q412174,pregabalin
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q898407,venlafaxine
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q845224,generalized anxiety disorder,anxiety disorder that is characterized by long-lasting anxiety that is not focused on any one object or situation,http://www.wikidata.org/entity/Q423757,escitalopram
http://www.wikidata.org/entity/Q18558272,heroin dependence,opiate dependence that involves the continued use of heroin despite problems related to use of the substance,http://www.wikidata.org/entity/Q407721,buprenorphine
http://www.wikidata.org/entity/Q1788847,high-functioning autism,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism",http://www.wikidata.org/entity/Q76560,antidepressant
http://www.wikidata.org/entity/Q1788847,high-functioning autism,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism",http://www.wikidata.org/entity/Q211036,stimulant
http://www.wikidata.org/entity/Q1788847,high-functioning autism,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism",http://www.wikidata.org/entity/Q208144,antipsychotics
http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep,http://www.wikidata.org/entity/Q410441,modafinil
http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep,http://www.wikidata.org/entity/Q7553347,sodium oxybate
http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep,http://www.wikidata.org/entity/Q422112,methylphenidate
http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep,http://www.wikidata.org/entity/Q418913,armodafinil
http://www.wikidata.org/entity/Q303555,hypoactive sexual desire disorder,sexual dysfunction,http://www.wikidata.org/entity/Q412226,yohimbine
http://www.wikidata.org/entity/Q1201835,impulse control disorder,disease of mental health that involves a failure to resist an impulsive act or behaviour that may be harmful to self or others,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q410352,gabapentin
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q145052,zaleplon
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q423390,doxylamine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q415850,amobarbital
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q3927403,quazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q413486,diphenhydramine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q3085140,ethchlorvynol
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q421930,mirtazapine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q417689,ramelteon
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q413184,eszopiclone
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q410225,ethinamate
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q414788,secobarbital
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q906220,thiobutabarbital
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q408265,lorazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q7650517,suvorexant
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q218842,zolpidem
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q407988,clonazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q411457,trazodone
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q418998,flurazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q411940,aprobarbital
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q7250328,propiomazine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q416791,cidoxepin
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q3045264,estazolam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q414796,temazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q7553347,sodium oxybate
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q409558,methyprylon
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q210402,diazepam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q414236,glutethimide
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q58397,amitriptyline
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q410608,butabarbital
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q412143,triazolam
http://www.wikidata.org/entity/Q1869874,insomnia,inability to sleep peacefully,http://www.wikidata.org/entity/Q4926102,bromodiphenhydramine
http://www.wikidata.org/entity/Q18671,intermittent explosive disorder,Mood disorder identified by frequent episodes of anger and rage,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q192579,jet lag,physiological condition caused by travel across time zones,http://www.wikidata.org/entity/Q180912,melatonin
http://www.wikidata.org/entity/Q718263,logorrhea,"extreme and overwhelming prolixity, wordiness",http://www.wikidata.org/entity/Q208144,antipsychotics
http://www.wikidata.org/entity/Q718263,logorrhea,"extreme and overwhelming prolixity, wordiness",http://www.wikidata.org/entity/Q568,lithium
http://www.wikidata.org/entity/Q28130306,low-functioning autism,controversial term applied to people with autism who have an intellectual disability and/or high support needs,http://www.wikidata.org/entity/Q211036,stimulant
http://www.wikidata.org/entity/Q28130306,low-functioning autism,controversial term applied to people with autism who have an intellectual disability and/or high support needs,http://www.wikidata.org/entity/Q76560,antidepressant
http://www.wikidata.org/entity/Q28130306,low-functioning autism,controversial term applied to people with autism who have an intellectual disability and/or high support needs,http://www.wikidata.org/entity/Q208144,antipsychotics
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q334477,selective serotonin reuptake inhibitor
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q418361,maprotiline
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q243547,ketamine
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q2273909,serotonin–norepinephrine reuptake inhibitor
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q72513765,Bupropion
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q395229,agomelatine
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q1452256,levosulpiride
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q2622367,mood stabilizer
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q6535779,levomilnacipran
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q208144,antipsychotics
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q58356,amoxapine
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q238544,oxitriptan
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q27139037,vilazodone hydrochloride
http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities",http://www.wikidata.org/entity/Q47522126,Zoloft
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q411251,melitracen
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q27164953,flupentixol
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q4363230,pipofezine
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q416632,nefazodone
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q418909,rubidium chloride
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q243547,ketamine
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q412107,dibenzepin
http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being",http://www.wikidata.org/entity/Q23118,lysergic acid diethylamide
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q221361,clozapine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q410346,lamotrigine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q423292,paliperidone
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,http://www.wikidata.org/entity/Q251347,haloperidol
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q410346,lamotrigine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q408535,quetiapine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q416992,lurasidone
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q201872,olanzapine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q410412,carbamazepin
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q412443,risperidone
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q176301,oxcarbazepine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q5462983,flutoprazepam
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q411188,aripiprazole
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q411932,(S)-duloxetine
http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,http://www.wikidata.org/entity/Q221174,topiramate
http://www.wikidata.org/entity/Q1529983,mucopolysaccharidosis II,mucopolysaccharidosis characterized by a deficiency of the lysosomal enzyme iduronate sulfatase,http://www.wikidata.org/entity/Q415801,Idursulfase
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q1747559,phenelzine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q421304,pramipexole
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q58356,amoxapine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q58396,imipramine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q407617,sertraline
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q61387,nortriptyline
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q420885,tranylcypromine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q412194,buspirone
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q408471,paroxetine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q319877,alprazolam
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q414796,temazepam
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q402633,(±)-deprenyl
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q408432,protriptyline
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q416791,cidoxepin
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q409595,isocarboxazid
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q416632,nefazodone
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q898407,venlafaxine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q423288,desipramine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q423757,escitalopram
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q422112,methylphenidate
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q411457,trazodone
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q422244,fluoxetine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q421930,mirtazapine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q409236,fluvoxamine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q423498,trimipramine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q58397,amitriptyline
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q152763,lithium compounds
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q58713,clomipramine
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q418361,maprotiline
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q834280,bupropion
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q413918,isoflurane
http://www.wikidata.org/entity/Q19000444,neurotic disorder,anxiety disorder that involves distress but neither delusions nor hallucinations,http://www.wikidata.org/entity/Q408265,lorazepam
http://www.wikidata.org/entity/Q18553444,nicotine dependence,state of dependence upon nicotine,http://www.wikidata.org/entity/Q409672,(RS)-citalopram
