	url	name	generic_name	brand_names	drug_classes	description	warnings	related_drugs
32	https://www.drugs.com/mtm/cariprazine.html	Cariprazine	cariprazine	Vraylar	Atypical antipsychotics	Cariprazine is an antipsychotic medicine that is used to treat schizophrenia in adults. Cariprazine is also used to treat manic or mixed episodes in adults with bipolar disorder type I. Cariprazine may also be used for purposes not listed in this medication guide.	Cariprazine is not approved for use in older adults with dementia-related psychosis.	Vraylar, Latuda, quetiapine, lamotrigine, Abilify, Seroquel, aripiprazole
33	https://www.drugs.com/mtm/chlordiazepoxide.html	Chlordiazepoxide	chlordiazepoxide	Librium, Libritabs, Poxi, Mitran	Benzodiazepines	Chlordiazepoxide is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to treat anxiety disorders. Chlordiazepoxide may also be used short-term to treat symptoms of alcohol withdrawal, or anxiety you may have before a surgery. Chlordiazepoxide may also be used for purposes not listed in this medication guide.	Chlordiazepoxide can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. MISUSE OF  chlordiazepoxide CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep this medicine where others cannot get to it. Do not stop using chlordiazepoxide without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using chlordiazepoxide and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide.	escitalopram, alprazolam, duloxetine, Lexapro, atenolol, Xanax, diazepam
34	https://www.drugs.com/mtm/chlorpromazine.html	Chlorpromazine	chlorpromazine (oral/injection)	Ormazine, Thorazine, Thorazine Spansule	Phenothiazine antiemetics, Phenothiazine antipsychotics	Chlorpromazine is a phenothiazine (FEEN-oh-THYE-a-zeen) that is used to treat psychotic disorders such as schizophrenia or manic-depression in adults. Chlorpromazine is also used in adults to treat nausea and vomiting, anxiety before surgery, chronic hiccups, acute intermittent porphyria, and symptoms of tetanus. In children ages 1 through 12 years, chlorpromazine is used to treat severe behavioral problems (such as combative or explosive behavior) or hyperactivity with excessive motor activity. Chlorpromazine may also be used for purposes not listed in this medication guide.	Call your doctor at once if you have uncontrollable movements of your eyes, lips, tongue, face, arms, or legs. These could be early signs of dangerous side effects. Chlorpromazine is not approved for use in older adults with dementia-related psychosis.	
35	https://www.drugs.com/mtm/clomipramine.html	Clomipramine	clomipramine	Anafranil	Tricyclic antidepressants	Clomipramine is a tricyclic antidepressant that is used to treat symptoms of obsessive-compulsive disorder (OCD), such as recurrent thoughts or feelings and repetitive actions. Clomipramine is for use in adults and children at least 10 years old. Clomipramine may also be used for purposes not listed in this medication guide.	You should not use  clomipramine if you have recently had a heart attack. Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.	sertraline, fluoxetine, Zoloft, Prozac, paroxetine, Paxil
36	https://www.drugs.com/clonazepam.html	Clonazepam	clonazepam	KlonoPIN, KlonoPIN Wafer	Benzodiazepine anticonvulsants, Benzodiazepines	Clonazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that benzodiazepines work by enhancing the activity of certain neurotransmitters in the brain. Clonazepam is used to treat certain seizure disorders (including absence seizures or Lennox-Gastaut syndrome) in adults and children. Clonazepam is also used to treat panic disorder (including agoraphobia) in adults.	Clonazepam can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. MISUSE OF CLONAZEPAM CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it. Never share clonazepam with another person. Selling or giving away this medicine is against the law. Some people have thoughts about suicide while taking clonazepam. Tell your doctor right away if you have any sudden changes in mood or behavior, or thoughts about suicide. Get medical help right away if you stop using clonazepam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide. Do not stop using clonazepam without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer.	
37	https://www.drugs.com/clonidine.html	Clonidine	clonidine (oral)	Catapres, Kapvay	Antiadrenergic agents, centrally acting	Clonidine lowers blood pressure by decreasing the levels of certain chemicals in your blood. This allows your blood vessels to relax and your heart to beat more slowly and easily. Clonidine is used to treat hypertension (high blood pressure). Clonidine is sometimes given with other medications. Clonidine is also available as a transdermal patch worn on the skin. Do not use two forms of this medicine at the same time.	Before you take clonidine, tell your doctor if you have heart disease or severe coronary artery disease, a heart rhythm disorder, slow heartbeats, low blood pressure, a history of heart attack or stroke, kidney disease, or if you have ever had an allergic reaction to a Catapres TTS transdermal skin patch. Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies.	
38	https://www.drugs.com/clozapine.html	Clozapine	clozapine	Clozaril, FazaClo, Versacloz, Clopine, CloZAPine Synthon, Denzapine, Zaponex	Atypical antipsychotics	Clozapine is an antipsychotic medicine. It works by changing the actions of chemicals in the brain. Clozapine is used to treat schizophrenia after other treatments have failed. Clozapine is also used to reduce the risk of suicidal behavior in people with schizophrenia or similar disorders. Clozapine is available only from a certified pharmacy under a special program.	Clozapine affects your immune system. You may get infections more easily, even serious or fatal infections. Call your doctor if you have a fever, sore throat, weakness, or lack of energy. Clozapine can increase your risk of seizure, especially at high doses. Avoid any activity that could be dangerous if you have a seizure or lose consciousness. Clozapine can cause serious heart problems. Call your doctor right away if you have chest pain, trouble breathing, fast or pounding heartbeats or sudden dizziness. Clozapine is not approved for use in older adults with dementia-related psychosis.	
39	https://www.drugs.com/mtm/cyanocobalamin.html	Cyanocobalamin	cyanocobalamin (oral)	B-12, Eligen B12, Vitamin B12	Vitamins	Cyanocobalamin is a form of vitamin B12. Vitamin B12 is important for growth, cell reproduction, blood formation, and protein and tissue synthesis. Cyanocobalamin is used to treat vitamin B12 deficiency in people with pernicious anemia or other conditions such as folic acid deficiency, pregnancy, thyroid problems, stomach and intestinal disorders, bleeding, liver or kidney disease, parasite infection, or cancer. Cyanocobalamin may also be used for purposes not listed in this medication guide.	You should not use  cyanocobalamin if you are allergic to cobalt, or if you have Leber's disease.	
40	https://www.drugs.com/mtm/desipramine.html	Desipramine	desipramine	Norpramin	Tricyclic antidepressants	Desipramine is a tricyclic antidepressant that is used to treat symptoms of depression. Desipramine may also be used for purposes not listed in this medication guide.	You should not use  desipramine if you have recently had a heart attack. Do not use this medicine within 14 days before or after taking an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor.	trazodone, sertraline, Lexapro, citalopram, Zoloft, Cymbalta
41	https://www.drugs.com/mtm/desmopressin.html	Desmopressin	desmopressin (oral/sublingual)	DDAVP, Nocdurna	Antidiuretic hormones	Desmopressin is used to treat nighttime bed-wetting, central diabetes insipidus, and increased thirst and urination caused by head surgery or head trauma. Desmopressin is a man-made form of a hormone that occurs naturally in the pituitary gland and regulates how the body uses water. Desmopressin may also be used for purposes not listed in this medication guide.	You should not use desmopressin if you have severe kidney disease or hyponatremia (low sodium levels in your body). You also should not take Nocdurna if you have severe thirst, uncontrolled hypertension, heart failure, high levels of a hormone that causes fluid retention, or if you take a diuretic or use steroid medication. Limit your intake of water and other fluids while you are using desmopressin. Drinking too much water may lead to a serious, life-threatening electrolyte imbalance. Call your doctor right away if you have signs of low sodium: headache, confusion, muscle cramps, severe weakness, vomiting, loss of coordination, and feeling restless or unsteady.	hydrochlorothiazide, nortriptyline, tranexamic acid, imipramine, Pamelor, Microzide, vasopressin
42	https://www.drugs.com/mtm/desvenlafaxine.html	Desvenlafaxine	desvenlafaxine	Khedezla, Pristiq	Serotonin-norepinephrine reuptake inhibitors	Desvenlafaxine is a serotonin and norepinephrine reuptake inhibitor (SNRI) antidepressant. Desvenlafaxine is used to treat major depressive disorder. Desvenlafaxine may also be used for purposes not listed in this medication guide.	People with depression or mental illness may have thoughts about suicide. Some young people may have increased suicidal thoughts when first starting a medicine to treat depression. Tell your doctor right away if you have any sudden changes in mood or behavior, or thoughts about suicide. Do not stop using desvenlafaxine without first asking your doctor.	trazodone, sertraline, Lexapro, citalopram, Zoloft, Cymbalta, Prozac
43	https://www.drugs.com/mtm/dexmethylphenidate.html	Dexmethylphenidate	dexmethylphenidate	Focalin, Focalin XR	CNS stimulants	Dexmethylphenidate is a stimulant that is used to treat attention deficit hyperactivity disorder (ADHD). Dexmethylphenidate may also be used for purposes not listed in this medication guide.	Stimulants have caused stroke, heart attack, and sudden death in people with high blood pressure, heart disease, or a heart defect. Dexmethylphenidate may cause new or worsening psychosis (unusual thoughts or behavior), especially if you have a history of depression, mental illness, or bipolar disorder. Call your doctor right away if you have: signs of heart problems--chest pain, feeling light-headed or short of breath; or signs of psychosis--paranoia, aggression, new thought or behavior problems, seeing or hearing things that are not real. Dexmethylphenidate may be habit-forming. Tell your doctor if you have a history of drug or alcohol addiction. Keep the medication where others cannot get to it.	Adderall, Vyvanse, methylphenidate, Concerta, Ritalin, Strattera
44	https://www.drugs.com/naloxone.html	Naloxone	naloxone (injection)		Antidotes	Naloxone blocks or reverses the effects of opioid medication, including extreme drowsiness, slowed breathing, or loss of consciousness. An opioid is sometimes called a narcotic. Naloxone is used in an emergency situation to treat a possible opioid overdose in an adult or child. Naloxone should not be used in place of emergency medical care for an overdose. Naloxone is also used to help diagnose whether a person has used an overdose of an opioid.	Naloxone is used to treat a possible opioid overdose. An opioid overdose can be fatal, and symptoms may include severe drowsiness, pinpoint pupils, slow breathing, or no breathing. In an emergency situation it may not be possible before you are treated to tell your caregivers about your health conditions or if you are pregnant or breast feeding. Make sure any doctor caring for you afterward knows that you have received naloxone. A person caring for you can give the naloxone if you stop breathing or don't wake up. Make sure any person caring for you knows where you keep naloxone and how to use it. Your caregiver must get emergency help after giving a naloxone injection. You may need another injection every 2 to 3 minutes until emergency help arrives. Drinking alcohol can increase certain side effects of naloxone. Naloxone may impair your thinking or reactions. Be careful if you drive or do anything that requires you to be alert. If you are using any narcotic pain medication, the pain-relieving effects of the narcotic will be reversed while you are also receiving this medicine.	Subutex, Sublocade, Zubsolv, Buprenex, Bunavail, Probuphine, Narcan Nasal Spray
45	https://www.drugs.com/mtm/dextroamphetamine.html	Dextroamphetamine	dextroamphetamine	Dexedrine Spansule, ProCentra, Zenzedi, Dexedrine, Dextrostat, Liquadd	CNS stimulants	Dextroamphetamine is a central nervous system stimulant. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control. Dextroamphetamine is used to treat narcolepsy and attention deficit hyperactivity disorder (ADHD). Dextroamphetamine may also be used for purposes not listed in this medication guide.	You should not use  dextroamphetamine if you have glaucoma, overactive thyroid, severe agitation, moderate to severe high blood pressure, heart disease or coronary artery disease, or a history of drug or alcohol addiction. Dextroamphetamine may be habit-forming, and this medicine is a drug of abuse. Tell your doctor if you have had problems with drug or alcohol abuse. Stimulants have caused stroke, heart attack, and sudden death in people with high blood pressure, heart disease, or a heart defect. Do not use dextroamphetamine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. Dextroamphetamine may cause new or worsening psychosis (unusual thoughts or behavior), especially if you have a history of depression, mental illness, or bipolar disorder. You may have blood circulation problems that can cause numbness, pain, or discoloration in your fingers or toes. Call your doctor right away if you have: signs of heart problems--chest pain, feeling light-headed or short of breath; signs of psychosis--paranoia, aggression, new behavior problems, seeing or hearing things that are not real; signs of circulation problems--unexplained wounds on your fingers or toes.	
46	https://www.drugs.com/diazepam.html	Diazepam	diazepam (oral)	Valium	Benzodiazepine anticonvulsants, Benzodiazepines	Diazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen)). It is thought that benzodiazepines work by enhancing the activity of certain neurotransmitters in the brain. Diazepam is used to treat anxiety disorders, or alcohol withdrawal symptoms. Diazepam is sometimes used with other medications to treat muscle spasms and stiffness, or seizures.	Diazepam can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. MISUSE OF DIAZEPAM CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription. Keep the medication in a place where others cannot get to it. Fatal side effects can occur if you use this medicine with opioid medicine, alcohol, or other drugs that cause drowsiness or slow your breathing. You should not use this medicine if you are allergic to diazepam or similar medicines (Klonopin>, Xanax, and others), or if you have myasthenia gravis, severe liver disease, narrow-angle glaucoma, a severe breathing problem, or sleep apnea. Do not stop using this medicine without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using diazepam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide.	Nayzilam, Diastat, Valtoco, escitalopram, alprazolam, duloxetine, cyclobenzaprine
47	https://www.drugs.com/diphenhydramine.html	Diphenhydramine	diphenhydramine	"Allergy Relief, Allermax, Banophen, Benadryl, Compoz Nighttime Sleep Aid, Diphedryl, Diphenhist, Dytuss, Nytol QuickCaps, PediaCare Children's Allergy, Q-Dryl, QlearQuil Nightitme Allergy Relief, Quenalin, Scot-Tussin Allergy Relief Formula, Siladryl Allergy, Silphen Cough, Simply Sleep, Sleepinal, Sominex, Tranquil, Twilite, Unisom Sleepgels Maximum Strength, Valu-Dryl, Vanamine PD, Z-Sleep, ZzzQuil"	Anticholinergic antiemetics, Anticholinergic antiparkinson agents, Antihistamines, Miscellaneous anxiolytics, sedatives and hypnotics	Diphenhydramine is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. Diphenhydramine is used to treat sneezing, runny nose, watery eyes, hives, skin rash, itching, and other cold or allergy symptoms. Diphenhydramine is also used to treat motion sickness, to induce sleep, and to treat certain symptoms of Parkinson's disease. Diphenhydramine may also be used for purposes not listed in this medication guide.	When taking diphenhydramine, use caution driving, operating machinery, or performing other hazardous activities. Diphenhydramine may cause dizziness or drowsiness. If you experience dizziness or drowsiness, avoid these activities. Use alcohol cautiously. Alcohol may increase drowsiness and dizziness while taking diphenhydramine. Do not give this medication to a child younger than 2 years old. Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children. You should not use diphenhydramine to make a child sleepy.	
48	https://www.drugs.com/disulfiram.html	Disulfiram	disulfiram	Antabuse	Drugs used in alcohol dependence	Disulfiram may be used to treat alcohol use disorder (also called chronic alcoholism) and works by blocking an enzyme that is involved in breaking down alcohol. Combining disulfiram with alcohol produces very unpleasant side effects which can help keep you from drinking. Disulfiram is not a cure for alcohol use disorder and other non-drug treatments, such as behavior modification, psychotherapy, and counseling support are needed in addition to disulfiram to give you the best possible chance to stop drinking. Disulfiram was FDA approved in 1951.	You should not use disulfiram if you have recently taken metronidazole or paraldehyde, or if you have consumed any foods or products that contain alcohol (mouthwash, cough medicine, cooking wine or vinegar, certain desserts, and others). Do not take disulfiram if you have consumed alcohol within the past 12 hours. Do not drink alcohol while taking disulfiram, and for up to 14 days after you stop taking this medicine. Disulfiram should never be given to a person without his or her knowledge of taking the medicine.	naltrexone, Vivitrol, acamprosate, Campral, Antabuse, Revia
49	https://www.drugs.com/mtm/donepezil.html	Donepezil	donepezil (oral)	Aricept, Aricept ODT, Adlarity	Cholinesterase inhibitors	Donepezil is used to help improve mental function in people with Alzheimer's disease. Donepezil does not work the same in all people. Some people taking  donepezil have improved mental function, while others may have unchanged or even worsening mental function. Donepezil is not a cure for Alzheimer's disease. This condition will progress over time, even in people who take donepezil. Donepezil may also be used for other purposes not listed in this medication guide.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	memantine, Aricept, Namenda, rivastigmine, vitamin e, Exelon
50	https://www.drugs.com/pro/doxapram.html	Doxapram	Doxapram hydrochloride		CNS stimulants			
51	https://www.drugs.com/mtm/doxylamine.html	Doxylamine	doxylamine	Unisom, Nytol Maximum Strength, Aldex AN	Miscellaneous anxiolytics, sedatives and hypnotics	Doxylamine is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. Antihistamines can cause drowsiness and are sometimes used a sleep aids. Doxylamine is used to treat sneezing, runny nose, watery eyes, hives, skin rash, itching, and other cold or allergy symptoms. Doxylamine is also used as a short-term treatment for sleep problems (insomnia). Doxylamine may also be used for purposes not listed in this medication guide.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	
52	https://www.drugs.com/mtm/droperidol.html	Droperidol	droperidol	Inapsine	Miscellaneous central nervous system agents	Droperidol is a sedative, tranquilizer, and anti-nausea medicine. Droperidol is used to reduce nausea and vomiting caused by surgery or other medical procedures. Droperidol may also be used for purposes not listed in this medication guide.	Tell your caregivers at once if you have sudden dizziness with fast or pounding heartbeats, fluttering in your chest, or trouble breathing.	
53	https://www.drugs.com/escitalopram.html	Escitalopram	escitalopram	Lexapro	Selective serotonin reuptake inhibitors	Escitalopram is an antidepressant belonging to a group of drugs called selective serotonin reuptake inhibitors (SSRIs). It affects chemicals in the brain that may be unbalanced in people with depression or anxiety. Escitalopram is used to treat major depressive disorder in adults and adolescents at least 12 years old. Escitalopram is also used to treat anxiety in adults.	You should not use escitalopram you also take pimozide or citalopram (Celexa). Do not use escitalopram within 14 days before or 14 days after you have used an MAO inhibitor, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine. Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea. Do not stop using escitalopram without first asking your doctor.	trazodone, sertraline, alprazolam, duloxetine, Lexapro, hydroxyzine, citalopram
54	https://www.drugs.com/mtm/estazolam.html	Estazolam	estazolam	Prosom	Benzodiazepines	Estazolam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to treat insomnia (trouble falling or staying asleep). Estazolam may also be used for purposes not listed in this medication guide.	Estazolam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. MISUSE OF  estazolam CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it. Do not stop using estazolam without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using estazolam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide. Do not use if you are pregnant.	Belsomra, amitriptyline, lorazepam, melatonin, zolpidem, diphenhydramine, Ambien
55	https://www.drugs.com/fluoxetine.html	Fluoxetine	fluoxetine	Prozac, Sarafem, Rapiflux, Selfemra	Selective serotonin reuptake inhibitors	Fluoxetine is a selective serotonin reuptake inhibitor (SSRI) antidepressant. Fluoxetine inhibits the uptake of serotonin by a nerve cells (neurons) and helps people with depression, panic, anxiety, or obsessive-compulsive symptoms. Fluoxetine is a prescription medicine used to treat major depressive disorder, bulimia nervosa (an eating disorder), obsessive-compulsive disorder, panic disorder, and premenstrual dysphoric disorder (PMDD). Fluoxetine is sometimes used together with another medication called olanzapine (Zyprexa) to treat manic depression caused by bipolar disorder. This combination is also used to treat depression after at least 2 other medications have been tried without successful treatment of symptoms. If you also take olanzapine (Zyprexa), read the Zyprexa medication guide and all patient warnings and instructions provided with that medication.	You should not use fluoxetine if you also take pimozide or thioridazine, or if you are being treated with methylene blue injection. Do not use fluoxetine if you have used an MAO inhibitor in the past 14 days (such as isocarboxazid, rasagiline, selegiline, phenelzine, or transcypromine). Do not use fluoxetine with thioridazine, linezolid, pimozide, or methylene blue injection. You must wait at least 14 days after stopping an MAO inhibitor before you take fluoxetine. You must wait 5 weeks after stopping fluoxetine before you can take thioridazine or an MAOI. Some young people have thoughts about suicide when first taking an antidepressant. Stay alert to changes in your mood or symptoms. Fluoxetine could impair judgment, thinking, or motor skills. Use caution when operating machinery. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety, panic attacks, trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), more depressed, or have thoughts about suicide or hurting yourself. Do not stop using fluoxetine without first asking your doctor.	trazodone, sertraline, alprazolam, Lexapro, amitriptyline, clonazepam, citalopram
56	https://www.drugs.com/mtm/fluphenazine.html	Fluphenazine	fluphenazine (oral/injection)	Permitil, Prolixin, Prolixin Decanoate, Prolixin Enanthate	Phenothiazine antipsychotics	Fluphenazine is a phenothiazine (FEEN-oh-THYE-a-zeen) antipsychotic medicine that is used to treat psychotic disorders such as schizophrenia. Fluphenazine may also be used for purposes not listed in this medication guide.	You should not use fluphenazine if you have liver disease, brain damage, severe depression, a blood cell disorder, or if you are also using large amounts of alcohol or medicines that make you sleepy. Fluphenazine is not approved for use in older adults with dementia-related psychosis. Call your doctor at once if you have uncontrollable movements of your eyes, lips, tongue, face, arms, or legs. These could be early signs of dangerous side effects.	
57	https://www.drugs.com/mtm/flurazepam.html	Flurazepam	flurazepam	Dalmane	Benzodiazepines	Flurazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to treat insomnia (trouble falling or staying asleep). Flurazepam may also be used for purposes not listed in this medication guide.	Flurazepam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol. MISUSE OF  flurazepam CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it. Do not stop using flurazepam without asking your doctor. You may have life-threatening withdrawal symptoms if you stop using the medicine suddenly after long-term use. Some withdrawal symptoms may last up to 12 months or longer. Get medical help right away if you stop using flurazepam and have symptoms such as: unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, or thoughts about suicide. Do not use if you are pregnant.	Belsomra, amitriptyline, lorazepam, melatonin, zolpidem, diphenhydramine, Ambien
58	https://www.drugs.com/mtm/fluvoxamine.html	Fluvoxamine	fluvoxamine	Luvox, Luvox CR	Selective serotonin reuptake inhibitors	Fluvoxamine is a selective serotonin reuptake inhibitor (SSRI). Fluvoxamine is used to treat symptoms of obsessive compulsive disorder (OCD) in adults and children at least 8 years old. Fluvoxamine may also be used for purposes not listed in this medication guide.	People with depression or mental illness may have thoughts about suicide. Some young people may have increased suicidal thoughts when first starting a medicine to treat depression. Tell your doctor right away if you have any sudden changes in mood or behavior, or thoughts about suicide. Do not stop using fluvoxamine without first asking your doctor.	sertraline, fluoxetine, amitriptyline, citalopram, venlafaxine, Zoloft, Prozac
59	https://www.drugs.com/gabapentin.html	Gabapentin	gabapentin	Gralise, Horizant, Neurontin, Gabarone	Gamma-aminobutyric acid analogs	Gabapentin (Neurontin, Gralise, Horizant) is a medicine used to treat partial seizures, nerve pain from shingles and restless leg syndrome. It works on the chemical messengers in your brain and nerves.  Gabapentin is from a group of medicines called anticonvulsants.  Different brands of gabapentin are not interchangeable and they are FDA approved for different conditions. Use only the brand and form of gabapentin your doctor has prescribed. Check your medicine each time you get a refill to make sure you receive the correct form.  Neurontin (gabapentin) is used to treat pain you may have from shingles (postherpetic nerve pain). It is also used with other seizure medicines for partial onset seizures in patients 3 years and older. Gralise (gabapentin) is only used for pain after having shingles (postherpetic nerve pain). It should not be used for any other medical condition. Horizant (gabapentin enacarbil) is an extended release tablet used to treat restless legs syndrome and for the pain from having shingles (postherpetic nerve pain). Generic brands of gabapentin capsules, USP are used for postherpetic nerve pain and for add on therapy for partial onset seizures in patients 3 years and older	Gabapentin can cause life-threatening breathing problems, especially if you already have a breathing disorder or if you use other medicines that can make you drowsy or slow your breathing. Seek emergency medical attention if you have very slow breathing. Some people have thoughts about suicide or behavior changes while taking gabapentin. Stay alert to changes in your mood or symptoms. Report any new or worsening symptoms to your doctor. Avoid driving or hazardous activity until you know how gabapentin will affect you. Dizziness or drowsiness can cause falls, accidents, or severe injuries. Do not stop using gabapentin suddenly, even if you feel fine.	clonazepam, lamotrigine, pregabalin, Lyrica, topiramate, levetiracetam, lidocaine topical
60	https://www.drugs.com/mtm/galantamine.html	Galantamine	galantamine	Razadyne, Razadyne ER, Reminyl	Cholinesterase inhibitors	Galantamine improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah see til KO leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning. Galantamine is used to treat mild to moderate Alzheimer's type dementia. Galantamine may also be used for purposes not listed in this medication guide.	Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	
61	https://www.drugs.com/mtm/ginseng.html	Ginseng	ginseng		Herbal products	Ginseng is an herb also known as Anchi Ginseng, Baie Rouge, Canadian Ginseng, Ginseng à Cinq Folioles, Ginseng Américain, Ginseng Americano, Ginseng Root, North American Ginseng, Occidental Ginseng, Ontario Ginseng, Panax Quinquefolia, Racine de Ginseng, Red Berry, Ren Shen, Sang, Shang, Shi Yang Seng, Xi Yang Shen and other names. Ginseng has been used in alternative medicine as a possibly effective aid in lowering blood sugar after a meal in patients with diabetes type 2, and for respiratory infections. Ginseng has also been used to improve athletic performance. However, research has shown that ginseng may not be effective in treating this condition. Other uses not proven with research have included attention deficit-hyperactivity disorder (ADHD), breast cancer, cancer related fatigue, menopausal symptoms, memory loss, anemia, insomnia, bleeding disorders, digestive disorders and other conditions. It is not certain whether ginseng is effective in treating any medical condition. Medicinal use of this product has not been approved by the FDA. Ginseng should not be used in place of medication prescribed for you by your doctor. Ginseng is often sold as an herbal supplement. There are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. Herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination. Ginseng may also be used for purposes not listed in this product guide.	Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.	
62	https://www.drugs.com/mtm/halazepam.html	halazepam	halazepam	Paxipam	Benzodiazepines	Halazepam is not commercially available in the United States. Halazepam is in a class of drugs called benzodiazepines. Halazepam affects chemicals in the brain that may become unbalanced and cause anxiety. Halazepam is used to relieve anxiety, nervousness, and tension associated with anxiety disorders. Halazepam may also be used for purposes other than those listed in this medication guide.		escitalopram, alprazolam, duloxetine, Lexapro, Xanax, Cymbalta
63	https://www.drugs.com/mtm/haloperidol.html	Haloperidol	haloperidol (oral)	Haldol	Miscellaneous antipsychotic agents	Haloperidol is an antipsychotic medicine that is used to treat schizophrenia. Haloperidol is also used to control motor and speech tics in people with Tourette's syndrome. Haloperidol may also be used for purposes not listed in this medication guide.	Haloperidol is not approved for use in older adults with dementia-related psychosis.	
