mod_id,modality,person_id
2,Individuals,2277
3,Family,2277
1,Couples,2278
2,Individuals,2278
3,Family,2278
2,Individuals,2279
1,Couples,2280
2,Individuals,2280
3,Family,2280
1,Couples,2281
2,Individuals,2281
3,Family,2281
1,Couples,2282
2,Individuals,2282
3,Family,2282
1,Couples,2284
2,Individuals,2284
3,Family,2284
1,Couples,2285
2,Individuals,2285
3,Family,2285
2,Individuals,2287
1,Couples,2288
2,Individuals,2288
2,Individuals,2289
1,Couples,2290
2,Individuals,2290
3,Family,2290
1,Couples,2291
2,Individuals,2291
1,Couples,2292
2,Individuals,2292
3,Family,2292
1,Couples,2293
2,Individuals,2293
3,Family,2293
1,Couples,2294
2,Individuals,2294
3,Family,2294
1,Couples,2295
2,Individuals,2295
3,Family,2295
1,Couples,2296
2,Individuals,2296
1,Couples,2297
2,Individuals,2297
3,Family,2297
1,Couples,2298
2,Individuals,2298
1,Couples,2299
2,Individuals,2299
3,Family,2299
1,Couples,2300
2,Individuals,2300
3,Family,2300
1,Couples,2301
2,Individuals,2301
3,Family,2301
1,Couples,2303
2,Individuals,2303
1,Couples,2304
2,Individuals,2304
3,Family,2304
1,Couples,2305
2,Individuals,2305
3,Family,2305
1,Couples,2306
2,Individuals,2306
3,Family,2306
2,Individuals,2307
2,Individuals,2309
3,Family,2309
2,Individuals,2310
1,Couples,2312
2,Individuals,2312
3,Family,2312
2,Individuals,2313
1,Couples,2314
2,Individuals,2314
1,Couples,2315
2,Individuals,2315
3,Family,2315
1,Couples,2316
2,Individuals,2316
3,Family,2316
1,Couples,2317
2,Individuals,2317
3,Family,2317
0,Group,2318
2,Individuals,2318
1,Couples,2319
2,Individuals,2319
1,Couples,2320
2,Individuals,2320
2,Individuals,2321
1,Couples,2322
2,Individuals,2322
0,Group,2323
1,Couples,2323
2,Individuals,2323
1,Couples,2324
2,Individuals,2324
1,Couples,2325
2,Individuals,2325
2,Individuals,2326
3,Family,2326
0,Group,2327
2,Individuals,2327
3,Family,2327
2,Individuals,2328
1,Couples,2329
2,Individuals,2329
1,Couples,2330
2,Individuals,2330
3,Family,2330
0,Group,2331
1,Couples,2331
2,Individuals,2331
1,Couples,2332
2,Individuals,2332
3,Family,2332
0,Group,2333
2,Individuals,2333
3,Family,2333
2,Individuals,2334
2,Individuals,2335
0,Group,2336
2,Individuals,2336
3,Family,2336
2,Individuals,2337
0,Group,2338
1,Couples,2338
2,Individuals,2338
1,Couples,2339
2,Individuals,2339
2,Individuals,2341
2,Individuals,2342
1,Couples,2343
2,Individuals,2343
3,Family,2343
1,Couples,2344
2,Individuals,2344
3,Family,2344
0,Group,2345
1,Couples,2345
2,Individuals,2345
1,Couples,2346
2,Individuals,2346
3,Family,2346
1,Couples,2347
2,Individuals,2347
3,Family,2347
2,Individuals,2348
2,Individuals,2349
1,Couples,2350
2,Individuals,2350
3,Family,2350
1,Couples,2351
2,Individuals,2351
3,Family,2351
2,Individuals,2352
2,Individuals,2353
3,Family,2353
2,Individuals,2354
2,Individuals,2355
1,Couples,2356
2,Individuals,2356
1,Couples,2358
2,Individuals,2358
3,Family,2358
2,Individuals,2359
3,Family,2359
2,Individuals,2360
1,Couples,2361
2,Individuals,2361
3,Family,2361
1,Couples,2362
2,Individuals,2362
3,Family,2362
1,Couples,2363
2,Individuals,2363
3,Family,2363
0,Group,2364
1,Couples,2364
2,Individuals,2364
1,Couples,2365
2,Individuals,2365
3,Family,2365
2,Individuals,2366
3,Family,2366
1,Couples,2368
2,Individuals,2368
3,Family,2368
1,Couples,2369
2,Individuals,2369
3,Family,2369
2,Individuals,2370
3,Family,2370
1,Couples,2371
2,Individuals,2371
3,Family,2371
2,Individuals,2372
0,Group,2374
1,Couples,2374
2,Individuals,2374
1,Couples,2376
2,Individuals,2376
3,Family,2376
2,Individuals,2377
1,Couples,2378
2,Individuals,2378
3,Family,2378
2,Individuals,2379
0,Group,2380
2,Individuals,2380
2,Individuals,2381
3,Family,2381
2,Individuals,2383
2,Individuals,2384
0,Group,2386
1,Couples,2386
2,Individuals,2386
1,Couples,2387
2,Individuals,2387
3,Family,2387
1,Couples,2388
2,Individuals,2388
3,Family,2388
1,Couples,2389
2,Individuals,2389
3,Family,2389
0,Group,2390
1,Couples,2390
2,Individuals,2390
2,Individuals,2391
1,Couples,2392
2,Individuals,2392
3,Family,2392
1,Couples,2393
2,Individuals,2393
1,Couples,2394
2,Individuals,2394
1,Couples,2395
2,Individuals,2395
3,Family,2395
1,Couples,2396
2,Individuals,2396
3,Family,2396
2,Individuals,2397
3,Family,2397
1,Couples,2398
2,Individuals,2398
3,Family,2398
2,Individuals,2399
1,Couples,2400
2,Individuals,2400
3,Family,2400
1,Couples,2401
2,Individuals,2401
3,Family,2401
0,Group,2402
1,Couples,2402
2,Individuals,2402
2,Individuals,2403
0,Group,2404
2,Individuals,2404
3,Family,2404
1,Couples,2405
2,Individuals,2405
3,Family,2405
0,Group,2406
2,Individuals,2406
0,Group,2407
1,Couples,2407
2,Individuals,2407
1,Couples,2409
2,Individuals,2409
3,Family,2409
1,Couples,2410
2,Individuals,2410
3,Family,2410
1,Couples,2411
2,Individuals,2411
3,Family,2411
1,Couples,2412
2,Individuals,2412
3,Family,2412
2,Individuals,2413
2,Individuals,2414
1,Couples,2415
2,Individuals,2415
2,Individuals,2416
1,Couples,2417
2,Individuals,2417
0,Group,2418
1,Couples,2418
2,Individuals,2418
1,Couples,2419
2,Individuals,2419
3,Family,2419
2,Individuals,2421
2,Individuals,2422
1,Couples,2423
2,Individuals,2423
1,Couples,2424
2,Individuals,2424
3,Family,2424
1,Couples,2425
2,Individuals,2425
3,Family,2425
2,Individuals,2426
1,Couples,2427
2,Individuals,2427
0,Group,2429
2,Individuals,2429
3,Family,2429
1,Couples,2430
2,Individuals,2430
3,Family,2430
1,Couples,2431
2,Individuals,2431
1,Couples,2432
2,Individuals,2432
3,Family,2432
1,Couples,2433
2,Individuals,2433
3,Family,2433
1,Couples,2434
2,Individuals,2434
1,Couples,2435
2,Individuals,2435
1,Couples,2436
2,Individuals,2436
3,Family,2436
1,Couples,2437
2,Individuals,2437
3,Family,2437
1,Couples,2438
2,Individuals,2438
3,Family,2438
1,Couples,2439
2,Individuals,2439
1,Couples,2441
2,Individuals,2441
3,Family,2441
2,Individuals,2442
0,Group,2443
2,Individuals,2443
0,Group,2444
2,Individuals,2444
2,Individuals,2445
3,Family,2445
1,Couples,2446
2,Individuals,2446
3,Family,2446
1,Couples,2447
2,Individuals,2447
3,Family,2447
1,Couples,2448
2,Individuals,2448
3,Family,2448
0,Group,2449
1,Couples,2449
2,Individuals,2449
1,Couples,2450
2,Individuals,2450
3,Family,2450
1,Couples,2451
2,Individuals,2451
3,Family,2451
0,Group,2452
2,Individuals,2452
0,Group,2453
1,Couples,2453
2,Individuals,2453
0,Group,2454
1,Couples,2454
2,Individuals,2454
2,Individuals,2455
2,Individuals,2457
3,Family,2457
1,Couples,2458
2,Individuals,2458
1,Couples,2459
2,Individuals,2459
3,Family,2459
2,Individuals,2460
3,Family,2460
1,Couples,2461
2,Individuals,2461
1,Couples,2462
2,Individuals,2462
3,Family,2462
2,Individuals,2463
3,Family,2463
1,Couples,2464
2,Individuals,2464
3,Family,2464
1,Couples,2465
2,Individuals,2465
3,Family,2465
1,Couples,2466
2,Individuals,2466
3,Family,2466
1,Couples,2467
2,Individuals,2467
3,Family,2467
1,Couples,2468
2,Individuals,2468
1,Couples,2469
2,Individuals,2469
3,Family,2469
0,Group,2471
2,Individuals,2471
1,Couples,2472
2,Individuals,2472
1,Couples,2473
2,Individuals,2473
2,Individuals,2474
1,Couples,2475
2,Individuals,2475
3,Family,2475
1,Couples,2476
2,Individuals,2476
3,Family,2476
2,Individuals,2477
2,Individuals,2478
3,Family,2478
1,Couples,2479
2,Individuals,2479
3,Family,2479
1,Couples,2480
2,Individuals,2480
3,Family,2480
1,Couples,2481
2,Individuals,2481
3,Family,2481
1,Couples,2483
2,Individuals,2483
3,Family,2483
0,Group,2484
2,Individuals,2484
1,Couples,2485
2,Individuals,2485
3,Family,2485
1,Couples,2486
2,Individuals,2486
3,Family,2486
2,Individuals,2488
2,Individuals,2489
1,Couples,2490
2,Individuals,2490
3,Family,2490
1,Couples,2492
2,Individuals,2492
3,Family,2492
2,Individuals,2493
1,Couples,2494
2,Individuals,2494
3,Family,2494
0,Group,2495
1,Couples,2495
2,Individuals,2495
1,Couples,2496
2,Individuals,2496
2,Individuals,2497
3,Family,2497
2,Individuals,2498
1,Couples,2499
2,Individuals,2499
1,Couples,2500
2,Individuals,2500
3,Family,2500
1,Couples,2501
2,Individuals,2501
3,Family,2501
1,Couples,2502
2,Individuals,2502
3,Family,2502
1,Couples,2503
2,Individuals,2503
3,Family,2503
1,Couples,2504
2,Individuals,2504
1,Couples,2505
2,Individuals,2505
3,Family,2505
0,Group,2506
2,Individuals,2506
2,Individuals,2507
1,Couples,2508
2,Individuals,2508
1,Couples,2509
2,Individuals,2509
3,Family,2509
0,Group,2510
1,Couples,2510
2,Individuals,2510
1,Couples,2511
2,Individuals,2511
3,Family,2511
1,Couples,2512
2,Individuals,2512
3,Family,2512
1,Couples,2513
2,Individuals,2513
3,Family,2513
1,Couples,2514
2,Individuals,2514
3,Family,2514
2,Individuals,2515
1,Couples,2516
2,Individuals,2516
1,Couples,2517
2,Individuals,2517
3,Family,2517
1,Couples,2518
2,Individuals,2518
3,Family,2518
2,Individuals,2519
1,Couples,2520
2,Individuals,2520
3,Family,2520
2,Individuals,2521
2,Individuals,2522
3,Family,2522
0,Group,2524
1,Couples,2524
2,Individuals,2524
1,Couples,2525
2,Individuals,2525
3,Family,2525
1,Couples,2526
2,Individuals,2526
3,Family,2526
2,Individuals,2527
0,Group,2528
1,Couples,2528
2,Individuals,2528
1,Couples,2529
2,Individuals,2529
3,Family,2529
2,Individuals,2530
3,Family,2530
1,Couples,2532
2,Individuals,2532
3,Family,2532
0,Group,2533
2,Individuals,2533
1,Couples,2534
2,Individuals,2534
3,Family,2534
1,Couples,2535
2,Individuals,2535
3,Family,2535
1,Couples,2536
2,Individuals,2536
3,Family,2536
1,Couples,2537
2,Individuals,2537
3,Family,2537
1,Couples,2538
2,Individuals,2538
3,Family,2538
1,Couples,2539
2,Individuals,2539
3,Family,2539
0,Group,2540
2,Individuals,2540
3,Family,2540
2,Individuals,2541
1,Couples,2542
2,Individuals,2542
3,Family,2542
1,Couples,2543
2,Individuals,2543
1,Couples,2544
2,Individuals,2544
3,Family,2544
0,Group,2545
2,Individuals,2545
1,Couples,2546
2,Individuals,2546
3,Family,2546
1,Couples,2547
2,Individuals,2547
3,Family,2547
1,Couples,2548
2,Individuals,2548
3,Family,2548
1,Couples,2549
2,Individuals,2549
3,Family,2549
1,Couples,2551
2,Individuals,2551
3,Family,2551
1,Couples,2552
2,Individuals,2552
1,Couples,2553
2,Individuals,2553
3,Family,2553
1,Couples,2554
2,Individuals,2554
3,Family,2554
2,Individuals,2555
1,Couples,2556
2,Individuals,2556
3,Family,2556
1,Couples,2557
2,Individuals,2557
1,Couples,2560
2,Individuals,2560
3,Family,2560
1,Couples,2561
2,Individuals,2561
3,Family,2561
1,Couples,2562
2,Individuals,2562
3,Family,2562
1,Couples,2564
2,Individuals,2564
3,Family,2564
0,Group,2565
2,Individuals,2565
1,Couples,2566
2,Individuals,2566
3,Family,2566
1,Couples,2567
2,Individuals,2567
3,Family,2567
1,Couples,2568
2,Individuals,2568
1,Couples,2569
2,Individuals,2569
3,Family,2569
1,Couples,2571
2,Individuals,2571
3,Family,2571
1,Couples,2573
2,Individuals,2573
3,Family,2573
2,Individuals,2574
3,Family,2574
1,Couples,2575
2,Individuals,2575
3,Family,2575
1,Couples,2576
2,Individuals,2576
3,Family,2576
1,Couples,2577
2,Individuals,2577
3,Family,2577
0,Group,2578
1,Couples,2578
2,Individuals,2578
0,Group,2581
2,Individuals,2581
3,Family,2581
1,Couples,2582
2,Individuals,2582
3,Family,2582
1,Couples,2583
2,Individuals,2583
3,Family,2583
1,Couples,2584
2,Individuals,2584
3,Family,2584
2,Individuals,2585
1,Couples,2586
2,Individuals,2586
0,Group,2587
1,Couples,2587
2,Individuals,2587
1,Couples,2588
2,Individuals,2588
3,Family,2588
1,Couples,2589
2,Individuals,2589
3,Family,2589
1,Couples,2590
2,Individuals,2590
3,Family,2590
2,Individuals,2591
3,Family,2591
1,Couples,2592
2,Individuals,2592
2,Individuals,2593
1,Couples,2594
2,Individuals,2594
3,Family,2594
1,Couples,2595
2,Individuals,2595
1,Couples,2596
2,Individuals,2596
3,Family,2596
2,Individuals,2597
1,Couples,2598
2,Individuals,2598
3,Family,2598
1,Couples,2599
2,Individuals,2599
3,Family,2599
2,Individuals,2600
3,Family,2600
2,Individuals,2601
0,Group,2602
2,Individuals,2602
3,Family,2602
0,Group,2603
1,Couples,2603
2,Individuals,2603
1,Couples,2605
2,Individuals,2605
2,Individuals,2607
3,Family,2607
0,Group,2608
2,Individuals,2608
1,Couples,2609
2,Individuals,2609
3,Family,2609
1,Couples,2610
2,Individuals,2610
3,Family,2610
0,Group,2612
1,Couples,2612
2,Individuals,2612
1,Couples,2613
2,Individuals,2613
3,Family,2613
1,Couples,2614
2,Individuals,2614
3,Family,2614
0,Group,2615
1,Couples,2615
2,Individuals,2615
1,Couples,2616
2,Individuals,2616
1,Couples,2617
2,Individuals,2617
3,Family,2617
0,Group,2618
2,Individuals,2618
1,Couples,2620
2,Individuals,2620
1,Couples,2621
2,Individuals,2621
3,Family,2621
2,Individuals,2622
2,Individuals,2624
1,Couples,2625
2,Individuals,2625
3,Family,2625
1,Couples,2626
2,Individuals,2626
1,Couples,2627
2,Individuals,2627
3,Family,2627
2,Individuals,2628
3,Family,2628
2,Individuals,2629
1,Couples,2631
2,Individuals,2631
2,Individuals,2632
0,Group,2633
2,Individuals,2633
3,Family,2633
1,Couples,2634
2,Individuals,2634
3,Family,2634
1,Couples,2635
2,Individuals,2635
1,Couples,2636
2,Individuals,2636
3,Family,2636
0,Group,2637
2,Individuals,2637
3,Family,2637
2,Individuals,2638
1,Couples,2639
2,Individuals,2639
3,Family,2639
0,Group,2640
2,Individuals,2640
3,Family,2640
2,Individuals,2641
1,Couples,2642
2,Individuals,2642
3,Family,2642
1,Couples,2643
2,Individuals,2643
1,Couples,2644
2,Individuals,2644
3,Family,2644
0,Group,2645
1,Couples,2645
2,Individuals,2645
1,Couples,2646
2,Individuals,2646
3,Family,2646
1,Couples,2647
2,Individuals,2647
1,Couples,2651
2,Individuals,2651
3,Family,2651
2,Individuals,2652
3,Family,2652
2,Individuals,2653
3,Family,2653
1,Couples,2654
2,Individuals,2654
1,Couples,2655
2,Individuals,2655
3,Family,2655
2,Individuals,2657
3,Family,2657
0,Group,2658
2,Individuals,2658
0,Group,2659
1,Couples,2659
2,Individuals,2659
1,Couples,2660
2,Individuals,2660
3,Family,2660
1,Couples,2661
2,Individuals,2661
3,Family,2661
0,Group,2662
2,Individuals,2662
3,Family,2662
1,Couples,2663
2,Individuals,2663
3,Family,2663
0,Group,2664
1,Couples,2664
2,Individuals,2664
2,Individuals,2665
1,Couples,2666
2,Individuals,2666
3,Family,2666
2,Individuals,2667
3,Family,2667
1,Couples,2668
2,Individuals,2668
1,Couples,2669
2,Individuals,2669
3,Family,2669
2,Individuals,2670
0,Group,2671
2,Individuals,2671
3,Family,2671
1,Couples,2672
2,Individuals,2672
3,Family,2672
1,Couples,2673
2,Individuals,2673
3,Family,2673
1,Couples,2674
2,Individuals,2674
3,Family,2674
0,Group,2675
2,Individuals,2675
1,Couples,2676
2,Individuals,2676
3,Family,2676
1,Couples,2677
2,Individuals,2677
3,Family,2677
2,Individuals,2678
2,Individuals,2679
1,Couples,2680
2,Individuals,2680
2,Individuals,2681
1,Couples,2682
2,Individuals,2682
0,Group,2683
2,Individuals,2683
1,Couples,2684
2,Individuals,2684
2,Individuals,2685
1,Couples,2686
2,Individuals,2686
3,Family,2686
1,Couples,2687
2,Individuals,2687
3,Family,2687
0,Group,2688
2,Individuals,2688
1,Couples,2689
2,Individuals,2689
3,Family,2689
1,Couples,2690
2,Individuals,2690
3,Family,2690
1,Couples,2691
2,Individuals,2691
1,Couples,2693
2,Individuals,2693
2,Individuals,2694
3,Family,2694
2,Individuals,2695
0,Group,2696
2,Individuals,2696
1,Couples,2698
2,Individuals,2698
1,Couples,2701
2,Individuals,2701
3,Family,2701
1,Couples,2702
2,Individuals,2702
3,Family,2702
2,Individuals,2703
3,Family,2703
1,Couples,2704
2,Individuals,2704
3,Family,2704
2,Individuals,2705
0,Group,2706
1,Couples,2706
2,Individuals,2706
2,Individuals,2707
2,Individuals,2708
2,Individuals,2709
3,Family,2709
1,Couples,2710
2,Individuals,2710
2,Individuals,2711
0,Group,2712
2,Individuals,2712
1,Couples,2713
2,Individuals,2713
3,Family,2713
1,Couples,2714
2,Individuals,2714
3,Family,2714
0,Group,2715
2,Individuals,2715
3,Family,2715
1,Couples,2716
2,Individuals,2716
3,Family,2716
1,Couples,2717
2,Individuals,2717
3,Family,2717
1,Couples,2718
2,Individuals,2718
2,Individuals,2719
0,Group,2720
2,Individuals,2720
3,Family,2720
1,Couples,2721
2,Individuals,2721
0,Group,2722
2,Individuals,2722
1,Couples,2723
2,Individuals,2723
3,Family,2723
1,Couples,2724
2,Individuals,2724
3,Family,2724
2,Individuals,2726
1,Couples,2727
2,Individuals,2727
3,Family,2727
1,Couples,2728
2,Individuals,2728
3,Family,2728
1,Couples,2729
2,Individuals,2729
3,Family,2729
1,Couples,2730
2,Individuals,2730
3,Family,2730
1,Couples,2731
2,Individuals,2731
2,Individuals,2732
3,Family,2732
1,Couples,2733
2,Individuals,2733
3,Family,2733
2,Individuals,2734
0,Group,2735
2,Individuals,2735
1,Couples,2736
2,Individuals,2736
3,Family,2736
1,Couples,2737
2,Individuals,2737
3,Family,2737
1,Couples,2738
2,Individuals,2738
1,Couples,2739
2,Individuals,2739
3,Family,2739
2,Individuals,2740
1,Couples,2741
2,Individuals,2741
1,Couples,2742
2,Individuals,2742
3,Family,2742
1,Couples,2743
2,Individuals,2743
3,Family,2743
2,Individuals,2744
1,Couples,2745
2,Individuals,2745
3,Family,2745
2,Individuals,2746
2,Individuals,2747
1,Couples,2748
2,Individuals,2748
3,Family,2748
0,Group,2749
2,Individuals,2749
3,Family,2749
1,Couples,2750
2,Individuals,2750
3,Family,2750
2,Individuals,2751
2,Individuals,2752
3,Family,2752
2,Individuals,2753
1,Couples,2754
2,Individuals,2754
3,Family,2754
1,Couples,2755
2,Individuals,2755
3,Family,2755
0,Group,2756
2,Individuals,2756
0,Group,2757
1,Couples,2757
2,Individuals,2757
1,Couples,2758
2,Individuals,2758
3,Family,2758
1,Couples,2759
2,Individuals,2759
3,Family,2759
1,Couples,2760
2,Individuals,2760
3,Family,2760
2,Individuals,2761
0,Group,2762
1,Couples,2762
2,Individuals,2762
1,Couples,2763
2,Individuals,2763
2,Individuals,2764
2,Individuals,2765
1,Couples,2766
2,Individuals,2766
1,Couples,2767
2,Individuals,2767
2,Individuals,2768
1,Couples,2769
2,Individuals,2769
3,Family,2769
1,Couples,2770
2,Individuals,2770
3,Family,2770
0,Group,2771
1,Couples,2771
2,Individuals,2771
2,Individuals,2772
3,Family,2772
1,Couples,2773
2,Individuals,2773
3,Family,2773
1,Couples,2774
2,Individuals,2774
3,Family,2774
1,Couples,2775
2,Individuals,2775
3,Family,2775
2,Individuals,2777
2,Individuals,2778
1,Couples,2779
2,Individuals,2779
3,Family,2779
2,Individuals,2780
1,Couples,2782
2,Individuals,2782
3,Family,2782
1,Couples,2783
2,Individuals,2783
3,Family,2783
1,Couples,2784
2,Individuals,2784
1,Couples,2785
2,Individuals,2785
3,Family,2785
1,Couples,2786
2,Individuals,2786
0,Group,2787
2,Individuals,2787
3,Family,2787
0,Group,2788
2,Individuals,2788
3,Family,2788
0,Group,2789
1,Couples,2789
2,Individuals,2789
1,Couples,2790
2,Individuals,2790
3,Family,2790
1,Couples,2791
2,Individuals,2791
3,Family,2791
1,Couples,2792
2,Individuals,2792
3,Family,2792
1,Couples,2793
2,Individuals,2793
3,Family,2793
0,Group,2794
1,Couples,2794
2,Individuals,2794
0,Group,2795
1,Couples,2795
2,Individuals,2795
1,Couples,2796
2,Individuals,2796
3,Family,2796
1,Couples,2797
2,Individuals,2797
3,Family,2797
1,Couples,2798
2,Individuals,2798
3,Family,2798
1,Couples,2799
2,Individuals,2799
3,Family,2799
2,Individuals,2800
2,Individuals,2801
1,Couples,2802
2,Individuals,2802
3,Family,2802
0,Group,2803
2,Individuals,2803
3,Family,2803
1,Couples,2804
2,Individuals,2804
3,Family,2804
0,Group,2805
1,Couples,2805
2,Individuals,2805
0,Group,2806
1,Couples,2806
2,Individuals,2806
1,Couples,2807
2,Individuals,2807
3,Family,2807
2,Individuals,2808
1,Couples,2809
2,Individuals,2809
3,Family,2809
2,Individuals,2810
0,Group,2811
2,Individuals,2811
1,Couples,2812
2,Individuals,2812
3,Family,2812
0,Group,2813
1,Couples,2813
2,Individuals,2813
0,Group,2814
2,Individuals,2814
3,Family,2814
2,Individuals,2815
2,Individuals,2816
1,Couples,2817
2,Individuals,2817
3,Family,2817
0,Group,2818
1,Couples,2818
2,Individuals,2818
2,Individuals,2819
1,Couples,2820
2,Individuals,2820
1,Couples,2821
2,Individuals,2821
0,Group,2822
2,Individuals,2822
3,Family,2822
0,Group,2823
1,Couples,2823
2,Individuals,2823
1,Couples,2824
2,Individuals,2824
3,Family,2824
0,Group,2826
1,Couples,2826
2,Individuals,2826
1,Couples,2827
2,Individuals,2827
3,Family,2827
2,Individuals,2828
3,Family,2828
2,Individuals,2829
1,Couples,2830
2,Individuals,2830
3,Family,2830
1,Couples,2832
2,Individuals,2832
1,Couples,2833
2,Individuals,2833
3,Family,2833
1,Couples,2834
2,Individuals,2834
3,Family,2834
1,Couples,2835
2,Individuals,2835
3,Family,2835
1,Couples,2837
2,Individuals,2837
1,Couples,2838
2,Individuals,2838
3,Family,2838
1,Couples,2839
2,Individuals,2839
3,Family,2839
0,Group,2840
2,Individuals,2840
3,Family,2840
0,Group,2841
1,Couples,2841
2,Individuals,2841
2,Individuals,2842
1,Couples,2843
2,Individuals,2843
1,Couples,2844
2,Individuals,2844
1,Couples,2845
2,Individuals,2845
3,Family,2845
2,Individuals,2846
1,Couples,2847
2,Individuals,2847
3,Family,2847
0,Group,2848
1,Couples,2848
2,Individuals,2848
2,Individuals,2849
2,Individuals,2850
0,Group,2851
2,Individuals,2851
3,Family,2851
1,Couples,2852
2,Individuals,2852
3,Family,2852
1,Couples,2854
2,Individuals,2854
3,Family,2854
0,Group,2855
2,Individuals,2855
2,Individuals,2857
0,Group,2858
2,Individuals,2858
3,Family,2858
1,Couples,2859
2,Individuals,2859
1,Couples,2861
2,Individuals,2861
3,Family,2861
1,Couples,2862
2,Individuals,2862
3,Family,2862
1,Couples,2863
2,Individuals,2863
3,Family,2863
1,Couples,2864
2,Individuals,2864
3,Family,2864
2,Individuals,2866
3,Family,2866
0,Group,2867
1,Couples,2867
2,Individuals,2867
0,Group,2870
1,Couples,2870
2,Individuals,2870
1,Couples,2871
2,Individuals,2871
3,Family,2871
2,Individuals,2872
3,Family,2872
2,Individuals,2873
1,Couples,2875
2,Individuals,2875
3,Family,2875
2,Individuals,2876
2,Individuals,2877
1,Couples,2878
2,Individuals,2878
0,Group,2879
1,Couples,2879
2,Individuals,2879
0,Group,2880
2,Individuals,2880
3,Family,2880
1,Couples,2881
2,Individuals,2881
1,Couples,2882
2,Individuals,2882
2,Individuals,2883
1,Couples,2884
2,Individuals,2884
3,Family,2884
0,Group,2885
2,Individuals,2885
3,Family,2885
1,Couples,2886
2,Individuals,2886
3,Family,2886
1,Couples,2887
2,Individuals,2887
3,Family,2887
0,Group,2888
1,Couples,2888
2,Individuals,2888
2,Individuals,2889
1,Couples,2890
2,Individuals,2890
0,Group,2891
1,Couples,2891
2,Individuals,2891
2,Individuals,2892
1,Couples,2893
2,Individuals,2893
3,Family,2893
1,Couples,2894
2,Individuals,2894
1,Couples,2895
2,Individuals,2895
3,Family,2895
0,Group,2896
1,Couples,2896
2,Individuals,2896
2,Individuals,2897
1,Couples,2898
2,Individuals,2898
3,Family,2898
2,Individuals,2899
3,Family,2899
0,Group,2900
2,Individuals,2900
3,Family,2900
1,Couples,2901
2,Individuals,2901
3,Family,2901
1,Couples,2902
2,Individuals,2902
3,Family,2902
1,Couples,2903
2,Individuals,2903
1,Couples,2904
2,Individuals,2904
1,Couples,2906
2,Individuals,2906
0,Group,2907
1,Couples,2907
2,Individuals,2907
2,Individuals,2908
3,Family,2908
1,Couples,2909
2,Individuals,2909
3,Family,2909
1,Couples,2910
2,Individuals,2910
0,Group,2911
1,Couples,2911
2,Individuals,2911
1,Couples,2912
2,Individuals,2912
0,Group,2913
1,Couples,2913
2,Individuals,2913
1,Couples,2914
2,Individuals,2914
3,Family,2914
1,Couples,2916
2,Individuals,2916
3,Family,2916
2,Individuals,2917
1,Couples,2918
2,Individuals,2918
3,Family,2918
0,Group,2919
2,Individuals,2919
1,Couples,2920
2,Individuals,2920
3,Family,2920
0,Group,2921
1,Couples,2921
2,Individuals,2921
2,Individuals,2922
1,Couples,2923
2,Individuals,2923
3,Family,2923
1,Couples,2924
2,Individuals,2924
2,Individuals,2925
2,Individuals,2927
2,Individuals,2928
3,Family,2928
2,Individuals,2929
0,Group,2930
1,Couples,2930
2,Individuals,2930
0,Group,2931
1,Couples,2931
2,Individuals,2931
2,Individuals,2932
2,Individuals,2933
1,Couples,2934
2,Individuals,2934
3,Family,2934
1,Couples,2935
2,Individuals,2935
3,Family,2935
1,Couples,2936
2,Individuals,2936
3,Family,2936
2,Individuals,2937
3,Family,2937
2,Individuals,2938
3,Family,2938
1,Couples,2939
2,Individuals,2939
3,Family,2939
1,Couples,2941
2,Individuals,2941
1,Couples,2942
2,Individuals,2942
3,Family,2942
0,Group,2943
1,Couples,2943
2,Individuals,2943
2,Individuals,2944
2,Individuals,2945
3,Family,2945
1,Couples,2946
2,Individuals,2946
1,Couples,2947
2,Individuals,2947
3,Family,2947
0,Group,2948
2,Individuals,2948
3,Family,2948
1,Couples,2949
2,Individuals,2949
3,Family,2949
1,Couples,2950
2,Individuals,2950
3,Family,2950
1,Couples,2951
2,Individuals,2951
3,Family,2951
0,Group,2952
1,Couples,2952
2,Individuals,2952
1,Couples,2953
2,Individuals,2953
1,Couples,2954
2,Individuals,2954
3,Family,2954
1,Couples,2955
2,Individuals,2955
3,Family,2955
1,Couples,2956
2,Individuals,2956
3,Family,2956
1,Couples,2957
2,Individuals,2957
3,Family,2957
1,Couples,2958
2,Individuals,2958
3,Family,2958
2,Individuals,2959
2,Individuals,2960
2,Individuals,2961
1,Couples,2962
2,Individuals,2962
3,Family,2962
2,Individuals,2964
1,Couples,2965
2,Individuals,2965
3,Family,2965
1,Couples,2966
2,Individuals,2966
2,Individuals,2967
0,Group,2968
1,Couples,2968
2,Individuals,2968
2,Individuals,2970
1,Couples,2971
2,Individuals,2971
1,Couples,2972
2,Individuals,2972
3,Family,2972
0,Group,2973
1,Couples,2973
2,Individuals,2973
2,Individuals,2974
1,Couples,2976
2,Individuals,2976
1,Couples,2977
2,Individuals,2977
3,Family,2977
1,Couples,2978
2,Individuals,2978
3,Family,2978
0,Group,2979
1,Couples,2979
2,Individuals,2979
1,Couples,2980
2,Individuals,2980
1,Couples,2982
2,Individuals,2982
3,Family,2982
0,Group,2983
1,Couples,2983
2,Individuals,2983
1,Couples,2984
2,Individuals,2984
3,Family,2984
0,Group,2986
1,Couples,2986
2,Individuals,2986
2,Individuals,2987
3,Family,2987
0,Group,2988
1,Couples,2988
