,name,count
2472,interfaith/intercultural couples,1
2473,serious medical challenges and self healing,1
2474,meditation and intuitive development,1
2475,perinatal trauma,1
2570,prenatal and perinatal psychology health,1
2571,consultant level emdr trauma specialist,1
2572,unlearning racism,1
2682,career management,1
2666,bisexuality,1
2667,custody and collaborative divorce,1
2668,work/career issues,1
2669,career burnout,1
2670,lactation,1
2671,alcoholics anonymous,1
2672,12-step,1
2673,narcotics anonymous,1
2674,twin parenting support,1
2675,goal attainment,1
2676,life improvement,1
2677,lgtbq allied,1
2678,career uncertainty,1
2679,teletherapy services,1
2680,adjustment to aging and medical conditions,1
2665,2 spirit,1
2664,questioning,1
2663,cultural negotiation,1
2654,somatic specialization,1
2647,internationals,1
2648,immigration stress,1
2649,academic and cultural adjustment,1
2650,international students,1
2651,organizers,1
2652,intersex experience,1
2655,multicultural bi/multiracial identity,1
2662,grief and loss of pet,1
2656,breast canter,1
2657,working through nightmares,1
2658,caretaker support,1
2659,supporting mental health professionals,1
2660,finding fulfillment in life,1
2661,aging concerns,1
2681,cognitive rehabilitation,1
2683,life goals,1
2573,highly sensitive children and adults,1
2684,body-focused repetitive behaviors (bfrb),1
2703,new mom,1
2704,adjusting to motherhood,1
2705,first responders (e.g.,1
2706,police,1
2707,emt),1
2708,military veterans and families,1
2709,parenting a child born prematurely,1
2710,social justice and equality (and self-care),1
2711,young adult - transitional aged youth,1
2712,group and/or individual,1
2713,biblical/spiritual,1
2714,lgbtq issues,1
2715,attachment and regulation,1
2716,dating anxiety,1
2717,teen/adolescent issues,1
2702,college,1
2701,online therapy to rural areas,1
2700,sleeping,1
2691,self fullfillment,1
2685,child-centered play therapy,1
2686,evaluations for sat/act accommodations,1
2687,educational consultations,1
2688,social skills/peer relationships,1
2689,caregiving and care-receiving,1
2690,discovering creativity,1
2692,remote autism evaluations,1
2699,senior care management,1
2693,adult autism evaluations,1
2694,couple midlife transitions,1
2695,melancholy,1
2696,self confidence,1
2697,occupational stress,1
2698,sexuality & identity issues,1
2646,exploring gender identity,1
2645,lgbt issues in the military,1
2644,political anxiety,1
2643,tele-therapy,1
2592,marital,1
2593,culturally responsive treatment,1
2594,offender cases,1
2595,co-parenting classes,1
2596,couples therapy & groups,1
2597,specializing in emotion-focused approach,1
2598,cult issues,1
2599,gender nonconforming,1
2600,parent child therapy,1
2601,hiv and cancer related mental health issues,1
2602,private alcohol/addictions out-patient treatment,1
2603,private marriage/couples workshops,1
2604,latino/spanish counseling,1
2605,climate change anxiety and environmental grief,1
2606,interpersonal trauma/ intimate partner violence,1
2591,court mandated anger management program,1
2590,pre-marital and marital,1
2589,managing school challenges,1
2580,marital & premarital couples issues,1
2574,infant-family early childhood mental health,1
2575,recovery/growth after displacement,1
2576,creative dance psychology,1
2577,bfrb's,1
2578,fetal loss/grief,1
2579,enuresis/bedwetting,1
2581,caregiving aging parents,1
2588,building self-confidence,1
2582,memory and capacity,1
2583,non-ordinary consciousness integration,1
2584,pre-marital counseling using prepare/enrich,1
2585,cancer treatment and terminal cancer,1
2586,complex post traumatic stress disorder - cptsd,1
2587,narcissistic abuse syndrome,1
2607,oncology,1
2608,nerd culture,1
2609,sex positive/kink friendly,1
2635,healthy relationships/sexuality,1
2629,dialectical behavioral therapy,1
2630,experience working with immigrants,1
2631,learning disabilites/adhd,1
2632,language delays,1
2633,pmdd premenstrual dysphoric disorder & pme,1
2634,spiritual emergencies,1
2636,intuitive guidance,1
2627,daily life stuggles and issues. somatic issue,1
2637,animal behavioral healer,1
2638,couples counselng,1
2639,asian american related issues,1
2640,family members of people with mental health issues,1
2641,narcissistic abuse survivors,1
2642,work-life issues,1
2628,stress-related health issues,1
2626,relationship issues after children,1
2610,energy work,1
2617,lgbt-friendly,1
2611,women empowerment,1
2612,mindfulness training,1
2613,gender non-conforming/non-binary,1
2614,people with autism in relationships,1
2615,personality adjustment,1
2616,rape crisis,1
2618,mentorship | professional facilitation,1
2625,academic success,1
2619,emotional wellness,1
2620,first responder resiliency,1
2621,transgender gender affirmation letters,1
2622,hearing voices,1
2623,"young adults & ""transition-age youth""",1
2624,consensual nonmonogamy/polyamory,1
2423,spiritual and existential questions,1
2421,parenting gate children,1
2115,lawyers,1
2232,overwhelmed,1
2216,midlife transitional issues,1
2217,christianity and lgbtq,1
2218,divorce issues,1
2219,midlife 50+,1
2220,narcissistic abuse (complex ptsd),1
2221,hypnotic dream work (tm),1
2222,step-parenting and adoption,1
2223,adult children of dysfunctional families,1
2224,pregnancy and postpartum issues,1
2225,couple conflict resolution,1
2226,veterans and first responders,1
2227,empath,1
2228,phobia's,1
2229,young adult/college issues,1
2230,private alcohol/addictions workshops,1
2215,emdr and flash & clinical hypnosis,1
2214,special education/iep,1
2213,self-realization,1
2204,ambiguous loss/grief,1
2197,culturally sensitive & lgbtqai affirming,1
2198,neurolopsychological assessment,1
2199,attachment distributions,1
2200,parenting after trauma,1
2202,mind-body psychotherapy,1
2203,chronic sexual pain,1
2205,parental alienation and estrangement,1
2212,cultural conflicts,1
2206,cancer-related issues,1
2207,autism spectrum discorder,1
2208,artist issues,1
2209,lack of intimacy,1
2210,emotional immaturity,1
2211,generational issues (first and second generation),1
2231,confidence,1
2233,helping creative personalities,1
2195,school-related,1
2234,parent/child issues,1
2255,older adult,1
2256,caregiver,1
2257,williams syndrome,1
2258,sexual abuse victim,1
1585,depth psychology & understanding dr,1
2260,childhood trauma & self love deficiency,1
2261,gender identity/transgender issues,1
2262,self care & burnout prevention,1
2263,psychodiagnostic testing and evaluation,1
2264,academic testing and evaluation,1
2265,strategic business coaching,1
2266,parenting teens,1
2267,poly and/or kink relationships,1
2268,covid-19 related symptoms,1
2269,coping w/chronic illnesses (fibro/cfs),1
2254,i provide clinical supervision,1
2253,dissociative identity disorder,1
2252,c-ptsd/childhood trauma,1
2242,attention,1
2235,communication and self esteem,1
2236,death/loss,1
2237,low self esteem abuse,1
2238,south asain community,1
2239,couples/marital,1
2241,writing,1
2243,third party reproduction,1
2251,spiritual transitions,1
2244,medical hypnosis,1
2245,transracial/transcultural adoption,1
2246,creativity mobilization,1
2247,social skill coaching,1
2248,creativity/creative blocks,1
2250,food and body-image issues,1
2196,ambitious professionals& healthcare professionals,1
2193,workplace/career issues,1
2420,sex trafficking,1
2155,value and worth,1
2138,emotional distress,1
2139,twice-exceptional children (2e),1
2140,care-giver support issues,1
2141,multicultural counseling,1
2142,feminist therapy,1
2144,caregiver burn out,1
2145,lgbtq issues / empowerment,1
2146,post immigration integration & adjustment struggle,1
2147,emdr certified and a consultant for trauma/ptsd,1
2148,stress resilence,1
2149,behavior problems and anger,1
2150,learning difficulty,1
2151,navigating a gender identity transition,1
2152,mid-life crises,1
2153,social skills group,1
2137,military personnel,1
2135,police staff,1
2134,pre-employment psychological evaluations & ffdes,1
2123,spiritual abuse; self-growth; enneagram,1
2117,lgbtq+ population,1
2118,pre and post placement adoption issues,1
2119,shame and low self-esteem,1
2120,narcissistic abuse victims,1
2121,issues relating to military lifestyle,1
2122,teen relationship violence,1
2124,sex and intimacy,1
2132,employment stress,1
2125,stage of life transition,1
2126,grand parenting,1
2127,body image and disordered eating,1
2128,traumatic birth,1
2130,highly sensitive people and empaths,1
2131,foster parenting/foster youth,1
2154,inner child/attachment wounds,1
2156,self-love,1
2192,south asian mental health,1
2157,faith-based,1
2177,families of choice and blended families,1
2178,school based services,1
2179,at risk youth,1
2180,transitional age youth,1
2181,infancy and early childhood,1
2182,latino mental health,1
2183,millennial issues,1
2184,latine/latinx,1
2185,hakomi-rc-s,1
2186,re-creation of self,1
2187,couples conflict,1
2188,masters program required therapy,1
2189,"professional ""burnout""; career goal coaching",1
2190,mft interns,1
2191,first generation immigrants,1
2176,utilizing jungian psychology & buddhist psychology,1
2175,specializing in people in transition,1
2174,psychedelic preparation & integration,1
2164,dept. child & family services cases,1
2158,sand play therapy,1
2159,entertainment / music professionals,1
2160,problems with motivation,1
2161,shamanic practices,1
2162,eft work with couples,1
2163,brainspotting & emdr for trauma/anxiety/addictions,1
2165,test/performance anxiety,1
2172,testing for gender reassignment,1
2166,drug addiction of loved ones,1
2167,asps,1
2168,circadian rhythm disorders: dsps,1
2169,jet lag,1
2170,circadian rhythm disorders: shift work,1
2171,and poly relationships,1
2270,life coaching/transitions,1
2271,gifted students and adults,1
2272,recovery from religious trauma,1
2383,open,1
2367,issues related to culture & immigration,1
2368,clergy,1
2369,psych assessment bariatric,1
2370,professional and creative blocks,1
2371,families and caregivers,1
2372,victims of crime provider,1
2373,family work-life balance,1
2374,parenting children with disabilities,1
2375,neuropsychological testing,1
2376,postpartum ptsd,1
2377,postpartum anxiety,1
2378,trauma resolution,1
2379,multicultural concerns,1
2380,self growth,1
2381,graduate school stress,1
2366,neurodivergency,1
2365,life purpose and direction,1
2364,foster care issues/placement,1
2355,lack of faith,1
2349,somatic symptoms,1
2350,chronic illness & disease management,1
2351,sexual trauma,1
2352,teens who bully/bullied teens,1
2353,improving self,1
2354,issues with faith,1
2356,youth and teens,1
2363,juvenile delinquency,1
2357,stop smoking,1
2358,2e-; twice exceptional,1
2359,working with the gifted student,1
2360,testing: psychological & education,1
2361,separation from the natural world,1
2362,pre-teens & adolescents,1
2382,tobacco use disorder,1
2384,ethical non-monogamy (enm),1
2273,women,1
2385,lack of spontaneity,1
2404,narrcissim,1
2405,aging issues,1
2406,veteran's issues,1
2407,active duty military,1
2409,online/video counseling,1
2410,trauma sensitive yoga,1
2411,pact couples therapy,1
2412,blended/step family,1
2413,life unfulfillment,1
2414,childhood stress,1
2415,processing past family,1
2416,gifted/creative,1
2417,professional women,1
2418,certified in trauma-focused cbt,1
2419,emdr for complex trauma,1
2403,bpd,1
2402,first responder post-trauma and moral injury,1
2401,military connected post-trauma and moral injury,1
2392,bariatric,1
2386,single parents,1
2387,psychological screenings for egg donors/surrogates,1
2388,attachment issues/trauma,1
2389,leadership/management development,1
2390,aging & retirement,1
2391,tf-cbt,1
2393,transitioning,1
2400,gynecomastia,1
2394,puzzling fantasy and dreams,1
2395,existential ennui & dread of the future,1
2396,intrusive thoughts,1
2397,individual counseling,1
2398,confidence building,1
2399,communication problems,1
2348,pnes,1
2347,pseudo seizures,1
2346,functional neurological symptom disorder (fnsd),1
2345,brainspotting therapist,1
2294,1st generation,1
2295,workplace wellness,1
2296,parents of multiples,1
2297,recovery coaching,1
2298,intercultural relationships and identity,1
2299,coaching for singles,1
2300,multiple chemical sensitivity,1
2301,traditional japanese reiki (energy healing),1
2302,betrayal,1
2303,self esteem issues,1
2304,biblical counseling,1
2305,non traditional relationship issues,1
2306,cultural discourse,1
2307,adjusting to a different culture,1
2308,holocaust,1
2293,bi-racial/bi-cultural,1
2291,intention setting & integration therapy,1
2290,neuropsychological rehabilitation treatment,1
2280,sexual dysfunction and impotence,1
2274,adventure therapy,1
2275,sexual confusion,1
2276,obsessions,1
2277,sudden loss of a family member,1
2278,veteran,1
2279,specialize in art therapy,1
2281,coping.communication skills,1
2288,acculturation/immigration issues,1
2282,birth to five mental health,1
2283,internalized homophobia,1
2284,aging adult,1
2285,divorce recovery,1
2286,healing from being victimized by anti black racism,1
2287,cross-cultural couples,1
2309,ketamine assisted therapy,1
2310,psychedelic therapy integration,1
2311,periods of reorientation,1
2337,grief and bereavement,1
2331,entheogenic/psychedelic integration,1
2332,kink-affirm,1
2333,existential dread,1
2334,alternative sexual relationships,1
2335,faith crisis,1
2336,eating problems,1
2338,trauma-focused cognitive behavioral therapy cert,1
2329,food and eating concerns,1
2339,gottman method level 1,1
2340,multicultural/systemic,1
2341,mindfulness-based therapy,1
2342,guidance for parents of children in entertainment,1
2343,singers,1
2344,young adult life transitions,1
2330,holistic coaching,1
2328,coming out/transitioning,1
2312,neglect issues,1
2319,adult child of alcoholic & parent of drug addict,1
2313,psychotherapy for mental health professionals,1
2314,enhancing creative performance,1
2315,first responders’ issues,1
2316,financial anxiety,1
2317,self injury,1
2318,lgbtqia affirming,1
2320,covid losses,1
2327,tic disorders,1
2321,lgbtq welcoming,1
2322,social emotional learning,1
2323,executive functioning (organization,1
2324,planning),1
2325,relaxation,1
2326,and teen and young adult issues,1
1586,zoom,1
1359,neuropsychological evaluation,1
1584,purpose,1
681,1st and 2nd generation immigrant experiences,1
673,commercial sexual exploitation,1
675,mindful sexuality,1
676,overthinking,1
677,religious trauma - (organized religion/jw's,1
679,applied sports & health psychology,1
680,cancer or other terminal illness,1
683,forensic & immigration evals: expert testimony,1
671,chronic medical conditions,1
684,counseling specifically for neurotypical couples,1
685,infidelity affair recovery,1
686,bipoc mental health,1
687,psychedelic preparation and integration,1
689,guilt,1
690,women issues,1
672,certified in emdr,1
669,college stress,1
645,specialization in family mediation,1
656,divorce/separation with or without children,1
650,military members and their families,1
651,divorce coaching & collaborative divorce mediation,1
652,mid-life women's issues,1
653,experience working with artists/actors/writers,1
654,medically-related anxiety,1
655,first responders (police/fire),1
657,family system issues,1
668,adult children of narcissistic families,1
660,identify issues,1
661,airline industry,1
662,nutrition counseling,1
663,adults conceived through artificial insemination,1
666,donor sperm and egg consultations,1
667,teen and young adults,1
692,career/professional challenges,1
695,goal achievement for professionals,1
697,only child dynamics,1
731,special needs and unique situations,1
723,flow,1
724,connection,1
725,balance,1
727,self-determination,1
729,spanish speaking therapist,1
730,sports - performance anxiety,1
732,help with life changes and transitions,1
699,treatment of negative psychadelic experience,1
733,court-ordered assessments,1
734,work life balance,1
735,ingenuity,1
736,healthy living,1
737,harassment,1
738,personal coaching,1
722,in-home decluttering help,1
721,health at any size; detransitioners,1
720,philosophical (stoicism),1
719,college & career adjustment,1
717,sexual behavior problems,1
716,intimacy problems,1
715,yoga for mental health issues,1
713,open relationships & kink,1
711,cnm,1
707,law enforcement service related trauma,1
706,military service related trauma,1
705,i am offering my services at a discounted rate,1
704,certified in working with first responders,1
703,dermatillomania (skin-picking),1
702,life transitions and changes,1
701,young adults: finding yourself,1
700,self-assertion,1
647,values/meaning,1
644,family and parenting coaching,1
741,collaborative divorce coaching,1
582,childhood trauma and combat ptsd,1
572,financial depression and financial wellness,1
573,financial stress and anxiety,1
576,dyspraxia,1
579,spiritual conflict,1
580,single women's issues,1
581,assisted reproductive technology (art),1
583,supervision for asw's who need lcsw supervision,1
570,meth/sex addiction,1
584,image consulting,1
585,corona virus covid-19 anxieties and concerns,1
586,thyroid problem issues and support,1
587,foster youth and families,1
588,military culture,1
590,habit development,1
571,bipolar conditions,1
568,adult and parent counseling,1
643,accountability & motivation,1
555,young survivors of cancer,1
544,i ching,1
546,culture shock,1
548,sex positivity,1
551,and lgbtq friendly,1
552,paganism,1
554,tay/former foster youth,1
557,childhood attachment and bonding,1
566,dot return to duty evaluations,1
558,pre-postpartum issues,1
560,criminal/juvenile justice,1
561,people trying to find their purpose,1
562,self-sabotaging behavior,1
563,overcoming creative blocks,1
565,therapist for helping professionals,1
592,lgbtq affirmative care,1
593,first generation students,1
594,neurodivergance,1
631,parental support and psychoeducation,1
619,12-step familiar,1
624,groups and conferences,1
625,hardship immigration evaluations,1
626,spanish classes,1
629,care provider stress,1
630,adjusting to changes in life due to the pandemic,1
632,lectures,1
596,cultivating intimacy,1
637,men in family life,1
638,foster care parents,1
639,transitional life issues,1
640,relationships (dating,1
641,co-habitation,1
642,singles),1
618,affected by loved one’s addiction,1
617,highly sensitive persons (hsp),1
616,resilience training,1
614,lyme/chronic illness literate,1
613,neuropsychology informed,1
612,couple conflict,1
610,life confusion,1
609,couples on the brink of divorce,1
608,confusion about relationships or career,1
607,vegan friendly,1
605,positive psychology / strength-based,1
604,cultural humility,1
603,divorce prevention,1
602,pelvic pain & birth trauma,1
600,parents of adult children and relational issues,1
599,anger management issues,1
598,also court ordered,1
740,parenting coordination / special master,1
742,racial discrimination,1
943,skillful enough to work with anyone,1
880,attachement and intimacy dissorder,1
870,communication skills/assertiveness,1
871,fat acceptance,1
873,academic disabilities and special education,1
875,stage of life issues,1
876,introversion,1
879,first responder,1
882,repetitive interpersonal patterns,1
865,post-cult trauma,1
883,persona/shadow work,1
886,co-narcissism,1
887,the feminine,1
889,personal and professional development,1
890,coping with major transitions,1
893,multiple counselors with years of experience,1
869,immigration/acculturation issues/stressors,1
864,chronic health problems,1
842,death anxiety,1
852,abandonment,1
844,life/career/executive/relationship coaching,1
845,and diversity issues,1
846,expert witness; qualified medical evaluator (qme),1
849,intimacy and attachment,1
850,partner trauma,1
851,parental incarceration,1
854,school/peer pressure,1
863,positive parenting,1
855,mindfulness-based practices for well-being,1
857,millennials,1
859,highly sensitive people (hsps) and empaths,1
860,infidelity/affairs,1
861,"traditional and ""nontraditional"" relationships",1
862,child abuse/neglect,1
894,working with a variety of challenges,1
896,online therapy,1
899,dei in tech / corporate culture,1
930,twins,1
921,weight loss surgery education + support,1
922,c-ptsd and ptsd for non-binary and queer clients,1
923,dissociative identity disorder/osdd,1
924,clinical consultation,1
925,parenting skills training,1
929,research and writing blocks,1
931,life's transitions,1
900,addressing micro-aggressions & systemic oppression,1
933,work/career issues: executive coaching,1
934,life transitions for former professional athletes,1
935,medical/neurological conditions,1
939,wheel-chair bound,1
940,sci,1
941,rapid trauma resolution therapy. see my website,1
920,adult children of alcoholics (aca),1
918,aging related issues,1
917,lgbtqqiaap,1
916,sexual and gender minority stress,1
915,integration,1
914,embodiment,1
913,christian counseling - seventh-day adventist,1
912,micro-nutrition and mental health,1
911,isolation and loneliness,1
910,gender(s) and sexualities,1
908,internet compulsivity,1
907,faith-related betrayal and shame,1
906,neurological conditions,1
904,seizures,1
903,dysfunctional family systems,1
902,suicide prevention and intervention,1
901,experience in crisis work,1
843,speaker for lgbt,1
839,couple psychotherapy coparent counseling,1
743,non-binary gender identities,1
777,eap (employee assistance referral),1
769,cross-cultural therapy,1
770,and hypnosis,1
771,parenting young children,1
773,conscious non-monogamy and polyamory,1
774,sexuality and,1
776,or gender,1
778,psychological testing and monitoring,1
767,business coaching,1
781,holistic health,1
782,teens & children,1
783,sex/sexuality,1
784,nonmonogamy/relationship issues,1
785,dealing with the stress of a cancer diagnosis,1
786,i work with many on the performance arts world,1
768,reiki healing,1
766,cognitive decline-depression/anxiety-grief,1
838,fatigue,1
754,mangier's,1
744,lgbtq identities,1
745,imago couples therapy,1
747,tinnetus,1
748,endometriosis,1
750,court ordered therapy,1
753,functional,1
756,somatic awareness,1
765,fully trained in emdr,1
758,balancing work and raising young children,1
759,emotional connection,1
760,caregiver issues,1
761,men in mid-life,1
762,coping with personal or familial health diagnosis,1
763,post partum depression and anxiety,1
789,gender queer & non-conforming,1
792,assimilation / acculturation issues,1
794,children and teens,1
826,emdr psychotherapist certified by emdria,1
819,differential diagnosis,1
821,intergenerational cultural trauma,1
822,relatives of addicts,1
823,southeast asian,1
824,middle-east,1
825,acculturation: asian,1
827,phase of life issue,1
795,sobriety/recovery,1
828,widowhood/partner loss,1
830,abortion/termination,1
833,giftedness in children and adults,1
834,emotion regulation and coping,1
835,multiracial couples,1
836,burnout prevention,1
818,school - bullying,1
815,first generational issues,1
814,cultural and generational issues,1
813,divorce parenting plans,1
812,cancer. pet loss,1
811,attachment exploration,1
810,complex/developmental trauma,1
809,twice exceptional (gifted + challenge),1
808,space treatment for anxious youth,1
807,social cognitive issues,1
806,inner critic artist issues,1
804,caregiving burnout & compassionate fatigue,1
801,sleep problems,1
800,self-discovery,1
799,polyamorous relationship issues,1
797,cance,1
796,binge eating without purging,1
543,bach flower remedies,1
542,multicultural familes,1
541,terapia en español,1
241,spiritual awakening,1
232,gifted and twice exceptional,1
233,adult psychoanalytic psychotherapy,1
235,please our center for children and teen at,1
236,www.mychildadhd.com,1
239,dating at midlife. fearfull but not impossible,1
240,dating after divorce; single 40+,1
243,poly/open relationship difficulties,1
229,putting others' needs before your own,1
247,unplanned pregnancy,1
256,perfection struggles,1
258,multiethinic/multiracial identity,1
260,working with adolescents and young men,1
261,rituals for self-care,1
263,self-actualization process for young adults,1
230,self-defeating behaviors,1
223,grief and loss/depression/inner child issues,1
200,nature deficit disorder,1
212,birth,1
203,culture,1
204,cancer in the family,1
205,high sensitivity/sensory processing sensitivity,1
206,healing emotional pain with yoga,1
208,workplace grief/performance/incidence,1
209,multiracial idenity + relationships,1
213,authentic parenting,1
222,adult transition/ life stages/ spirituality,1
214,challenging transitions,1
215,whining,1
216,tantrums,1
217,power struggles,1
220,separation and divorce,1
221,asian-american intergenerational conflict,1
264,bilingual in spanish or afrikaans for all issues,1
266,polyamourous relationships,1
267,adolsecence and young adulthood,1
310,unblocking creativity,1
299,divorced family issues,1
301,change of life issues,1
303,leadership coaching,1
307,sleep training/challenges,1
308,school/iep support,1
309,toilet training,1
312,general anxiety,1
268,phase of life/development,1
313,24/7 laser coaching,1
314,free-e-bookself-care/boundaries@kathydigiacomo.com,1
315,deaf,1
316,hard of hearing and coda culture,1
317,divorce and blended family isues,1
318,disability and pre-surgical evaluations,1
298,al-anon etc,1
297,na,1
296,support with 12 step recovery: aa,1
292,日本語,1
291,transgender identity,1
290,adult child-parent and adult sibling relationships,1
288,neglect and loss,1
286,cultural/racial/sexual/life issues,1
285,general well-being and maintenance,1
284,academic troubles,1
283,body positive- mental health care for all bodies,1
281,climate change,1
280,ecoanxiety,1
279,clinical supervision for amft/asw/apccs,1
274,neurodevelopmental disorders,1
272,many of my clients are therapists themselves,1
269,tics and tourette's syndrome,1
202,college/grad students,1
197,work related trauma,1
540,adult children of alcoholics/narcissists,1
127,test taking anxiety,1
112,stresses of daily living changing behav,1
113,pre-bariatric evaluations/post bariatric support,1
114,mindfulness practice,1
115,youth,1
119,elders,1
126,boundary and expectation issues,1
128,performance issues,1
107,ritual/cultic abuse,1
129,infant and child loss,1
130,thought disorders,1
134,abandonment trauma,1
135,highly sensitive people (hsp's),1
137,multicultural understanding,1
141,children & adolescents,1
110,loneliness mindfulness,1
106,executive/corporate/workplace issues,1
195,evaluations for gastric bypass surg,1
88,clinical/medical / hypnosis,1
14,generational truama,1
75,long standing family alienation issues,1
77,interpersonal boundary issues,1
78,young adult launching & life transitions,1
85,inner critic issues,1
87,athletic retirement transitions,1
91,male survivors of sexual abuse,1
103,auto-immune,1
92,forensic assessment and evaluation,1
94,pandemic support,1
96,creatives,1
97,and entertainment industry,1
100,shame and perfectionism,1
102,hypno-birthing,1
142,parenting support,1
143,emdr w/ infants,1
145,cultural competency,1
185,life line therapy and hyponsis training,1
176,relationship disconnect,1
177,self-doubt,1
178,healing the mother/ daughter dynamic,1
179,self care strategies for women,1
183,coping with pandemic loneliness and limitations,1
184,adulting,1
186,accelerated personal development,1
146,ieps,1
187,nlp,1
188,female empowerment,1
189,video-therapy,1
190,welcome atmosphere to lgbtqia2s+,1
191,black lives matter,1
192,transition/considerations about retirement,1
174,socio-political stress,1
173,intersectional identities,1
172,men's psychology,1
171,graduate students' required treatment hours,1
170,life decisions,1
166,lgbt*q+,1
165,covid related stress,1
162,academic problems,1
161,teen issues: social issues,1
160,interpersonal,1
158,coming out process,1
157,cultural isses,1
156,psychedelic medicine integration work,1
155,low sexual desire,1
153,infant mental health,1
151,early childhood (birth-age 5),1
150,covid-19 support,1
320,post pre-employment appeals,1
321,overwhelm,1
322,insecurities,1
473,coping with a medical illness,1
464,certification training in perinatal mood disorders,1
467,food and mood,1
468,concierge psychology,1
469,teen health,1
470,sexual compulsive disorders,1
472,couples therapy: trained in eft,1
474,fear,1
462,vawa,1
475,adult children of alcohol or other dysfunction,1
476,supervision for asw licensees,1
477,mindfulness based cognitive therapy certified,1
478,emdr therapy,1
479,couples sexuality issues,1
485,specializing in sexuality concerns,1
463,evaluaciones para imigracion/ uvisas,1
461,immigration/acculturation stressors,1
323,pressure,1
445,adults with severe childhood trauma,1
437,families of high-conflict divorce,1
439,child welfare,1
440,marrital crisis such as infidelity,1
441,relationship distress,1
442,caregiver fatigue,1
443,pandemic fatigue,1
448,spiritual,1
460,daca,1
451,arranged marriages (and hidden dating),1
452,marriage and family issues,1
454,relationship rescue,1
456,imago relationship therapy,1
457,focus oriented art therapy,1
459,i am committed to being anti-racist,1
486,violent loss/complicated grief,1
487,lgbtqai sexual orientation and gender questioning,1
488,hormone replacement therapy,1
529,immigration (monolingual/bilingual needs),1
521,attachment and relationship issues caregiver,1
522,behavior support,1
523,bi-cultural issues,1
524,nutrition planning,1
525,surviving infidelity,1
528,fear/phobia-public speaking-motivation,1
531,ho'oponopono,1
490,end of life care,1
533,independent education exams; forensic exams,1
534,neuropsychological exam; brain injury; concussion,1
536,forensic psychology:  criminal and personal injury,1
537,parents of autistic children,1
538,lgbtq+ concerns,1
539,veteran issues/reintegration to civilian life,1
520,see website for thorough review,1
514,adult autism spectrum disorder,1
511,relapse prevention for addicitive behaviors,1
510,individuals working in the entertainment industry,1
509,somatic experiencing trauma resolution,1
508,buddhist spiritual development,1
507,sexual dysfunctions,1
503,decision making,1
501,therapists who treat other therapists,1
500,stage of life change for seniors,1
499,specialty groups,1
498,exposure treatment,1
497,enneagram,1
496,naturopathic/holistic/natural/mind-body,1
495,teens and young adults,1
494,nutrition & integrative medicine for mental health,1
493,school mental health consultant,1
431,memory loss / cognitive changes,1
430,faith integration - christian,1
428,deafness,1
355,childhood and adolescent trauma,1
348,work - life issues,1
349,burnout  and compassion fatigue,1
350,couples therapy/ life changes,1
351,boundary setting in relationships,1
352,attachment related issues,1
354,parent child relationship/parenting skills,1
357,cancer issues,1
373,nutrition & herbs,1
359,racial stress,1
360,emdr and brainspotting,1
361,fundamental religious/ cult trauma,1
367,harm obsessive compulsive disorder (ocd),1
368,derealization,1
370,difficulties with adult children,1
347,behaviors,1
346,self-defeating attitudes,1
345,creativity and performance enhancement,1
343,creative professionals/ entertainment industry,1
342,geeks/ nerds,1
339,group treatment using the arts,1
338,human sexuality issues,1
337,caregiver concerns,1
336,qualified us dot substance abuse professional,1
335,animal-assisted / esa support  / pet grief & loss,1
334,veteran and military family therapy,1
331,imposter syndrome for mandarin speakers,1
330,early psychosis among teens,1
327,immigrants and those with immigrant parents,1
326,healthcare professional-work life balance,1
325,cultural sensitivity,1
324,spanish speaking,1
371,aging and/or chronic illness,1
374,managing natural medicine,1
426,memory disorders,1
412,same-sex/gender parents,1
403,intensive outpatient drug rehabs san diego,1
404,gender identity/gender expression/differentness,1
405,chronic pain/invisible pain,1
407,workplace challenges,1
409,social issues,1
410,lying,1
413,same-sex/gender families,1
375,integration of healthcare & self care,1
414,non-binary/genderqueer,1
416,poor/working class,1
418,bi/multiracial,1
419,life after being diagnosed with cancer,1
420,covid19 related issues,1
422,fetishes,1
402,inpatient and iop drug rehabs san diego,1
401,0-5 parent child psychotherapy,1
400,breakup recovery,1
398,pregnancy and postpartum related,1
397,dream analysis,1
395,mind-body,1
392,twice exceptional (2e),1
391,incorporate mindful meditation,1
390,belonging or feeling different,1
389,504 accommodation/modification,1
388,parent/student advocacy,1
387,sex and sexuality,1
386,survivors of human trafficking,1
383,perinatal concerns/postpartum depre,1
381,fat positive,1
378,de-colonization process,1
377,ifs informed,1
942,we are relationship experts,1
944,body-mind wellness,1
1583,& identity crisis,1
1378,work/llife balance,1
1372,educational and psychological testi,1
1373,losses due to suicide. spiritual bypass,1
1374,workers compensation,1
1375,parenting classes and groups,1
1376,mental health/ministry workers,1
1377,aapi mental health,1
1379,court-involved/coparenting/reunification,1
1370,team interventions,1
1380,middle-eastern/south asian/pakistani families,1
1381,shame/guilt,1
1382,adjustment difficulties,1
1383,artistic and creative processes,1
1384,acculturation and immigration,1
1385,executive dysfunction,1
1371,polyamory/ethical non-monogamy,1
1369,conflict mediation,1
1350,spirituality confusion,1
1360,mixed race identity,1
1352,adults coping with childhood trauma,1
1353,organizational/business coaching,1
1354,food and eating disorders,1
1355,first generation asian american struggles,1
1356,kink/ alt sex,1
